Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
600,2022-05-23,2,Sport,Walking Tour,Visit alone,Personalized,186.35,4,11,2022-06-03,2,Travel Agency,Card,600,Gregory Parrish,Male,Gen X,Widowed,huberregina@example.net,Solo Traveler
601,2022-12-03,1,Culture,Self-Guided,Tonight,Whole Day,34.92,9,30,2023-01-02,2,Travel Agency,Card,601,Lauren Anderson,Male,Millennial,Married,robertsalinas@example.org,Family
602,2022-03-21,5,Gastronomy,VIP Experience,Model,Whole Day,62.6,1,24,2022-04-14,3,Mobile App,PayPal,602,Nicole Sims,Female,Gen X,Divorced,pittmanrobert@example.com,Solo Traveler
603,2022-02-27,4,Spa&Relax,Group Tour,Every room big piece,Half Day,122.55,5,21,2022-03-20,1,Website,Transaction,603,Robert Bishop,Male,Boomer,Divorced,richardgabriel@example.org,Business Traveler
604,2022-10-31,3,Adventure,Bus Tour,Range without,Personalized,184.83,8,26,2022-11-26,4,Partner Site,Transaction,604,Amber Marquez,Female,Boomer,Married,erikacraig@example.com,Luxury Seeker
605,2022-04-04,6,Family,Walking Tour,World factor,Whole Day,193.6,3,15,2022-04-19,3,Travel Agency,PayPal,605,Christopher Davis,Female,Gen X,Widowed,victoriaholder@example.org,Business Traveler
606,2022-11-10,4,Spa&Relax,Guided Tour,Area learn,Half Day,105.42,2,21,2022-12-01,2,Partner Site,Card,606,John Burns,Female,Gen Z,Widowed,jacksonhannah@example.net,Budget Traveler
607,2022-08-17,3,Adventure,Walking Tour,Early despite,Personalized,165.15,2,14,2022-08-31,4,Website,Card,607,Dawn Stanley,Female,Boomer,Single,elizabethmiller@example.com,Luxury Seeker
608,2022-09-22,2,Sport,Self-Guided,Might understand concern,Half Day,119.19,2,11,2022-10-03,4,Partner Site,PayPal,608,Donald Moore,Male,Gen X,Divorced,bcox@example.com,Family
609,2022-06-20,2,Sport,Bus Tour,Mean,Evening,44.03,5,10,2022-06-30,4,Partner Site,Card,609,Austin Scott,Female,Millennial,Single,ortizmichelle@example.org,Budget Traveler
610,2022-09-21,5,Gastronomy,Guided Tour,Ask cost,Personalized,50.23,8,10,2022-10-01,2,Partner Site,Transaction,610,Jamie Martinez,Female,Boomer,Divorced,nancy06@example.com,Budget Traveler
611,2022-05-05,4,Spa&Relax,Walking Tour,Wear control agent,Whole Day,173.96,2,13,2022-05-18,4,Partner Site,PayPal,611,Nicole Schwartz,Female,Gen X,Single,jon16@example.org,Budget Traveler
612,2022-08-20,1,Culture,Guided Tour,Sport forward,Morning,85.56,9,12,2022-09-01,1,Website,Transaction,612,April Hernandez,Male,Boomer,Widowed,hfranklin@example.org,Budget Traveler
613,2022-11-09,4,Spa&Relax,Bus Tour,Personal college,Evening,106.41,3,12,2022-11-21,1,Mobile App,PayPal,613,Dana James,Male,Gen Z,Divorced,bgonzales@example.net,Luxury Seeker
614,2022-08-03,1,Culture,Walking Tour,Star data fear,Evening,195.7,10,18,2022-08-21,2,Travel Agency,Transaction,614,Michael Jones,Male,Millennial,Widowed,martinezlisa@example.com,Business Traveler
615,2022-07-14,1,Culture,Walking Tour,Take question building,Personalized,142.27,8,23,2022-08-06,4,Mobile App,Card,615,Peter Bell,Male,Boomer,Married,josephjohnston@example.org,Budget Traveler
616,2022-12-01,6,Family,VIP Experience,Type,Whole Day,97.77,2,23,2022-12-24,4,Website,Card,616,Kaitlyn Harris,Female,Boomer,Married,powellnancy@example.net,Budget Traveler
617,2022-01-11,2,Sport,Self-Guided,Show senior,Evening,180.14,1,11,2022-01-22,1,Mobile App,PayPal,617,Michael White,Female,Gen Z,Widowed,guerreropaul@example.org,Budget Traveler
618,2022-08-18,2,Sport,Walking Tour,Large,Whole Day,138.85,6,29,2022-09-16,3,Partner Site,Card,618,Amber Cobb,Male,Boomer,Single,aruiz@example.net,Budget Traveler
619,2022-08-19,3,Adventure,Guided Tour,Keep agent exist,Personalized,129.03,5,21,2022-09-09,2,Mobile App,Card,619,Ashley Lindsey,Female,Gen X,Divorced,heathertorres@example.org,Luxury Seeker
620,2022-05-23,2,Sport,Self-Guided,Kid office my,Personalized,50.8,4,21,2022-06-13,2,Website,Card,620,William Freeman,Female,Millennial,Single,uramos@example.com,Luxury Seeker
621,2022-06-09,5,Gastronomy,Bus Tour,Miss real,Half Day,64.31,1,11,2022-06-20,2,Travel Agency,Transaction,621,Christian Reeves,Male,Millennial,Married,omatthews@example.org,Luxury Seeker
622,2022-11-11,4,Spa&Relax,Bus Tour,Vote beyond turn,Personalized,22.64,5,16,2022-11-27,4,Partner Site,PayPal,622,Jennifer Willis,Female,Millennial,Single,jacquelinebrewer@example.org,Business Traveler
623,2022-05-31,6,Family,VIP Experience,Edge appear,Whole Day,41.78,1,21,2022-06-21,4,Website,Transaction,623,Christopher Hess,Female,Boomer,Widowed,johnathanrodriguez@example.com,Solo Traveler
624,2022-02-26,3,Adventure,Self-Guided,Late debate,Half Day,197.69,4,17,2022-03-15,3,Mobile App,Transaction,624,Austin Boyd,Male,Gen X,Widowed,nallen@example.net,Business Traveler
625,2022-08-31,2,Sport,Group Tour,Expect local,Whole Day,160.59,2,10,2022-09-10,1,Mobile App,Card,625,Christopher Hawkins,Female,Gen Z,Married,osaunders@example.net,Solo Traveler
626,2022-01-24,4,Spa&Relax,Bus Tour,Billion hold,Morning,24.33,1,7,2022-01-31,3,Website,Card,626,Christopher Meyer,Male,Gen X,Single,dawn84@example.org,Budget Traveler
627,2022-06-27,2,Sport,Bus Tour,Society eye,Evening,120.15,5,13,2022-07-10,3,Travel Agency,Transaction,627,Alex Velazquez,Male,Boomer,Married,courtney34@example.com,Family
628,2022-08-29,2,Sport,Walking Tour,These itself leave,Half Day,68.13,3,29,2022-09-27,4,Website,Card,628,Robyn Wells,Female,Millennial,Married,riggsjennifer@example.net,Luxury Seeker
629,2022-04-22,5,Gastronomy,VIP Experience,Threat card,Half Day,189.74,8,13,2022-05-05,2,Travel Agency,Card,629,Katherine Oliver,Male,Millennial,Divorced,nicholas72@example.org,Budget Traveler
630,2022-12-11,5,Gastronomy,Bus Tour,Service,Evening,79.45,2,1,2022-12-12,1,Mobile App,Transaction,630,David Strickland,Male,Gen X,Single,spencerryan@example.org,Business Traveler
631,2022-05-02,5,Gastronomy,Group Tour,Success computer,Morning,95.24,9,25,2022-05-27,3,Travel Agency,PayPal,631,John Gutierrez,Female,Gen Z,Widowed,martinkristen@example.com,Budget Traveler
632,2022-12-25,1,Culture,Guided Tour,Role through,Half Day,180.69,3,7,2023-01-01,3,Partner Site,Card,632,Mark Coffey,Male,Gen Z,Married,hernandeztristan@example.org,Business Traveler
633,2022-11-09,6,Family,Guided Tour,Cover history condition,Half Day,43.0,4,10,2022-11-19,2,Website,Card,633,Jennifer Lara,Male,Gen X,Married,tylergreen@example.com,Business Traveler
634,2022-06-26,4,Spa&Relax,Walking Tour,That,Half Day,25.2,3,11,2022-07-07,2,Website,Transaction,634,Tina Bean,Female,Boomer,Married,agreen@example.com,Budget Traveler
635,2022-01-26,1,Culture,Group Tour,Certain opportunity thus,Morning,47.58,1,6,2022-02-01,2,Partner Site,PayPal,635,Jeffrey Reed,Female,Millennial,Single,marvin75@example.com,Business Traveler
636,2022-06-08,1,Culture,Group Tour,But class system,Half Day,60.11,2,14,2022-06-22,3,Mobile App,Transaction,636,Sergio Barnes,Female,Gen X,Divorced,gina53@example.org,Luxury Seeker
637,2022-10-19,2,Sport,Walking Tour,After sometimes,Morning,61.04,6,16,2022-11-04,4,Mobile App,PayPal,637,Mark Larson,Female,Millennial,Single,qmoore@example.com,Budget Traveler
638,2022-11-30,5,Gastronomy,Group Tour,May,Evening,157.6,3,24,2022-12-24,3,Mobile App,PayPal,638,Heather Robbins,Male,Boomer,Widowed,michaelvaldez@example.org,Solo Traveler
639,2022-04-22,3,Adventure,VIP Experience,Crime federal,Personalized,35.96,10,25,2022-05-17,1,Partner Site,Card,639,Victoria Wright,Male,Millennial,Widowed,amysmith@example.net,Family
640,2022-07-03,4,Spa&Relax,VIP Experience,Already cut,Morning,31.27,5,25,2022-07-28,2,Website,PayPal,640,Angela Trujillo,Male,Gen Z,Married,gardneralexa@example.net,Business Traveler
641,2022-11-11,5,Gastronomy,Group Tour,Myself once,Personalized,75.57,10,17,2022-11-28,3,Mobile App,Transaction,641,Tara Cooper,Male,Boomer,Single,james57@example.net,Business Traveler
642,2022-09-26,5,Gastronomy,Self-Guided,Card next,Half Day,116.42,5,30,2022-10-26,1,Partner Site,PayPal,642,Daniel Hunter,Male,Gen Z,Married,meltonangela@example.net,Business Traveler
643,2022-06-30,3,Adventure,Guided Tour,Enter,Whole Day,47.35,1,25,2022-07-25,1,Partner Site,Transaction,643,Nancy Walter,Male,Boomer,Divorced,lisapayne@example.com,Business Traveler
644,2022-03-27,6,Family,Self-Guided,Do court,Whole Day,175.0,6,29,2022-04-25,3,Travel Agency,PayPal,644,Thomas Williams,Female,Gen Z,Married,mmaynard@example.org,Luxury Seeker
645,2022-04-29,1,Culture,VIP Experience,Ago hair,Evening,22.69,10,30,2022-05-29,3,Website,Transaction,645,Monica Hodges,Female,Millennial,Married,sherrytran@example.net,Family
646,2022-07-31,3,Adventure,Walking Tour,During cultural,Half Day,152.07,2,20,2022-08-20,4,Website,PayPal,646,Joseph Harris,Male,Millennial,Divorced,markwarren@example.com,Solo Traveler
647,2022-11-20,6,Family,Bus Tour,Claim pick speak,Evening,174.9,3,7,2022-11-27,3,Partner Site,PayPal,647,Lindsey Morgan,Male,Boomer,Divorced,campbellzachary@example.org,Family
648,2022-05-06,1,Culture,Self-Guided,Free glass improve ever,Evening,138.22,3,14,2022-05-20,2,Partner Site,Transaction,648,Ryan Johns,Female,Gen Z,Widowed,cgonzalez@example.com,Luxury Seeker
649,2022-04-04,3,Adventure,Bus Tour,Fall although source,Personalized,73.38,10,15,2022-04-19,2,Travel Agency,Card,649,Edward Taylor,Female,Gen X,Divorced,schmittsara@example.net,Solo Traveler
650,2022-12-15,4,Spa&Relax,Guided Tour,Board cell factor picture,Morning,60.78,1,4,2022-12-19,4,Partner Site,PayPal,650,Daniel Reid,Female,Gen Z,Widowed,mburns@example.net,Solo Traveler
651,2022-12-09,1,Culture,VIP Experience,Member upon,Whole Day,143.05,7,10,2022-12-19,1,Mobile App,Transaction,651,Rachel Wilson,Female,Gen Z,Single,gonzalezshawn@example.org,Solo Traveler
652,2022-12-22,1,Culture,Walking Tour,Option only,Whole Day,97.21,5,25,2023-01-16,1,Mobile App,Card,652,Johnny Cunningham,Male,Gen X,Widowed,hartmanspencer@example.net,Business Traveler
653,2022-06-23,6,Family,VIP Experience,Between mean,Whole Day,31.15,9,20,2022-07-13,1,Partner Site,Transaction,653,Katherine Jones,Female,Gen X,Widowed,stephaniemartin@example.org,Family
654,2022-12-19,1,Culture,Bus Tour,Happen minute author,Whole Day,52.45,3,9,2022-12-28,2,Travel Agency,Card,654,Danielle Anderson,Female,Gen Z,Married,wilsonmakayla@example.net,Business Traveler
655,2022-07-17,6,Family,Walking Tour,Pattern treat attention,Evening,148.14,10,6,2022-07-23,3,Mobile App,Transaction,655,Sean Gilmore,Male,Boomer,Widowed,gilbertkyle@example.net,Solo Traveler
656,2022-10-20,2,Sport,Guided Tour,Focus worry city education,Personalized,93.18,6,17,2022-11-06,4,Travel Agency,PayPal,656,Kristin Harmon,Female,Gen X,Widowed,michael36@example.net,Luxury Seeker
657,2022-07-17,5,Gastronomy,Group Tour,Personal will,Personalized,82.93,10,15,2022-08-01,4,Website,Card,657,Nicholas Parker,Female,Millennial,Divorced,jeffrey74@example.net,Business Traveler
658,2022-03-12,1,Culture,VIP Experience,Among music,Evening,23.25,7,29,2022-04-10,2,Mobile App,PayPal,658,Kaitlin Dean,Female,Gen X,Widowed,josephsullivan@example.org,Luxury Seeker
659,2022-12-04,4,Spa&Relax,Group Tour,Operation ago,Half Day,49.54,7,23,2022-12-27,1,Mobile App,PayPal,659,Michael Price,Male,Gen X,Married,melissa53@example.net,Solo Traveler
660,2022-03-29,1,Culture,Group Tour,Heart first off north,Evening,44.01,3,10,2022-04-08,2,Website,PayPal,660,Joshua Johnson,Female,Gen X,Widowed,timothystewart@example.org,Luxury Seeker
661,2022-06-25,3,Adventure,Walking Tour,Loss teach,Half Day,185.86,3,24,2022-07-19,3,Partner Site,Transaction,661,Charles Gutierrez,Male,Millennial,Married,drodriguez@example.org,Budget Traveler
662,2022-05-28,6,Family,Bus Tour,As series nature,Whole Day,68.52,2,10,2022-06-07,3,Mobile App,PayPal,662,Joseph Buchanan,Female,Gen X,Single,johnsonmichael@example.com,Family
663,2022-09-08,3,Adventure,Guided Tour,Actually finish vote,Personalized,188.04,6,8,2022-09-16,1,Website,Transaction,663,Holly Thompson,Female,Millennial,Single,donovannancy@example.net,Family
664,2022-10-30,1,Culture,Guided Tour,Full peace house finally,Morning,144.78,2,3,2022-11-02,3,Partner Site,Transaction,664,Alexander Murphy,Male,Millennial,Divorced,tmunoz@example.org,Business Traveler
665,2022-02-02,2,Sport,VIP Experience,Commercial magazine when,Half Day,83.46,3,10,2022-02-12,4,Website,PayPal,665,Adam Owens,Male,Boomer,Widowed,cbell@example.com,Budget Traveler
666,2022-05-24,5,Gastronomy,Group Tour,Act pressure,Evening,72.46,4,9,2022-06-02,4,Website,PayPal,666,Allison Medina,Male,Millennial,Married,pgibbs@example.org,Family
667,2022-03-15,2,Sport,Guided Tour,Anyone career,Morning,32.52,8,6,2022-03-21,4,Mobile App,Transaction,667,Dylan Hernandez,Male,Gen Z,Widowed,steven04@example.org,Budget Traveler
668,2022-07-22,3,Adventure,Guided Tour,May first,Morning,76.56,10,2,2022-07-24,4,Website,Transaction,668,Christina Olson MD,Male,Gen Z,Married,castrojoel@example.net,Solo Traveler
669,2022-01-21,1,Culture,Group Tour,News,Half Day,171.29,10,28,2022-02-18,3,Website,Card,669,Patrick Pierce,Female,Gen Z,Divorced,emorris@example.net,Luxury Seeker
670,2022-03-29,3,Adventure,Guided Tour,Himself father,Whole Day,36.65,10,3,2022-04-01,4,Website,PayPal,670,Elizabeth Garcia,Female,Millennial,Divorced,briannarodgers@example.org,Solo Traveler
671,2022-01-11,1,Culture,Self-Guided,Majority present truth,Evening,63.34,9,23,2022-02-03,4,Partner Site,Transaction,671,Ian Wilson,Female,Gen X,Single,wwu@example.com,Family
672,2022-02-22,3,Adventure,Group Tour,Near,Personalized,89.69,7,25,2022-03-19,2,Partner Site,Card,672,Carolyn Riley,Female,Boomer,Divorced,qjensen@example.net,Business Traveler
673,2022-03-24,5,Gastronomy,Bus Tour,Now mind,Whole Day,115.15,8,6,2022-03-30,1,Website,Transaction,673,Charles Shaw Jr.,Male,Boomer,Married,gbell@example.com,Family
674,2022-07-05,3,Adventure,Guided Tour,Everyone suffer allow,Whole Day,61.84,2,25,2022-07-30,1,Mobile App,Transaction,674,Whitney Wilkerson,Female,Gen Z,Widowed,howardjames@example.com,Family
675,2022-05-01,3,Adventure,Group Tour,Relationship,Personalized,162.07,4,11,2022-05-12,1,Partner Site,Transaction,675,Nancy Castro MD,Female,Gen Z,Single,smithashlee@example.net,Luxury Seeker
676,2022-09-10,6,Family,Guided Tour,Reduce leave,Half Day,169.18,10,2,2022-09-12,1,Travel Agency,Card,676,Eric Sullivan,Female,Gen Z,Married,kenneth40@example.net,Business Traveler
677,2022-07-29,4,Spa&Relax,Group Tour,May this culture,Whole Day,160.48,5,15,2022-08-13,3,Website,Transaction,677,Austin Lindsey II,Male,Gen Z,Divorced,michelle80@example.net,Solo Traveler
678,2022-09-11,4,Spa&Relax,Bus Tour,Newspaper only,Whole Day,72.38,1,15,2022-09-26,4,Mobile App,PayPal,678,Micheal Mitchell,Male,Gen Z,Divorced,brianharrington@example.com,Family
679,2022-04-01,5,Gastronomy,Group Tour,Figure catch between,Half Day,82.58,8,5,2022-04-06,3,Website,Transaction,679,Crystal Hester,Female,Gen Z,Widowed,tinakeith@example.com,Family
680,2022-06-13,3,Adventure,Self-Guided,Central go state,Whole Day,63.83,9,9,2022-06-22,2,Partner Site,Transaction,680,Grace Campbell,Male,Millennial,Divorced,robyn29@example.net,Family
681,2022-05-19,4,Spa&Relax,Guided Tour,Space government down,Evening,57.01,9,5,2022-05-24,1,Travel Agency,Card,681,Crystal Johnson,Female,Boomer,Single,heather41@example.org,Family
682,2022-11-04,2,Sport,VIP Experience,Spring young likely,Whole Day,184.41,1,28,2022-12-02,4,Mobile App,Card,682,Shelby Wright,Male,Gen X,Divorced,scarroll@example.org,Budget Traveler
683,2022-03-14,4,Spa&Relax,Walking Tour,Very but,Morning,20.85,5,15,2022-03-29,4,Travel Agency,Card,683,Michael Chavez,Female,Gen Z,Widowed,sandovaleric@example.net,Luxury Seeker
684,2022-09-27,2,Sport,VIP Experience,Moment wind,Half Day,163.99,1,28,2022-10-25,2,Website,Card,684,Kara Brown,Male,Gen Z,Divorced,wendymclaughlin@example.org,Business Traveler
685,2022-01-23,5,Gastronomy,VIP Experience,Catch interest set,Half Day,41.06,7,24,2022-02-16,3,Website,Transaction,685,Russell Mitchell,Female,Boomer,Married,pachecopaul@example.net,Business Traveler
686,2022-12-20,6,Family,Guided Tour,Listen poor front,Evening,185.05,5,17,2023-01-06,4,Website,Transaction,686,Dana Long,Female,Gen Z,Single,zruiz@example.net,Business Traveler
687,2022-04-25,1,Culture,Guided Tour,Break national,Half Day,113.57,3,14,2022-05-09,2,Mobile App,Transaction,687,Shelley Guerrero,Male,Millennial,Married,michelerobertson@example.net,Family
688,2022-01-08,4,Spa&Relax,Self-Guided,Region development,Morning,142.24,3,7,2022-01-15,4,Website,PayPal,688,Jessica Figueroa,Male,Gen X,Single,joannspencer@example.org,Budget Traveler
689,2022-10-22,6,Family,VIP Experience,Job third ok,Evening,47.29,7,18,2022-11-09,4,Partner Site,PayPal,689,Anthony Suarez,Female,Boomer,Widowed,blankenshipkevin@example.com,Solo Traveler
690,2022-09-30,5,Gastronomy,Group Tour,Research sign,Whole Day,54.15,1,18,2022-10-18,3,Mobile App,Transaction,690,Kathleen Smith,Female,Millennial,Single,kingdaniel@example.org,Budget Traveler
691,2022-03-09,6,Family,Group Tour,Despite hit,Half Day,43.41,6,13,2022-03-22,4,Travel Agency,PayPal,691,James Hurley,Female,Gen X,Married,myerscassandra@example.com,Solo Traveler
692,2022-07-03,6,Family,Walking Tour,Either,Evening,154.87,10,15,2022-07-18,4,Partner Site,Card,692,Linda Byrd,Male,Millennial,Single,santiagostephanie@example.net,Family
693,2022-12-19,1,Culture,Self-Guided,Pretty old source,Half Day,177.5,9,21,2023-01-09,1,Website,PayPal,693,Garrett Jones,Male,Gen Z,Divorced,phernandez@example.org,Budget Traveler
694,2022-01-28,3,Adventure,Bus Tour,Air although bar give,Personalized,57.8,4,1,2022-01-29,3,Partner Site,Transaction,694,Adam Todd,Female,Millennial,Divorced,justin70@example.org,Family
695,2022-12-14,1,Culture,Self-Guided,Beat to best,Whole Day,199.62,8,13,2022-12-27,3,Mobile App,PayPal,695,Karen Burke,Female,Gen Z,Single,flynnkayla@example.net,Business Traveler
696,2022-03-12,2,Sport,Guided Tour,Central have,Morning,106.0,10,24,2022-04-05,1,Travel Agency,Transaction,696,John Sanders,Female,Millennial,Divorced,angelrivera@example.com,Luxury Seeker
697,2022-06-05,6,Family,Bus Tour,Unit something,Evening,156.88,10,9,2022-06-14,2,Travel Agency,Card,697,Ryan Jackson,Female,Millennial,Divorced,mcardenas@example.org,Business Traveler
698,2022-02-17,5,Gastronomy,Walking Tour,Response son similar,Morning,153.39,1,30,2022-03-19,1,Mobile App,Transaction,698,Michael Garcia,Female,Gen Z,Divorced,othomas@example.net,Luxury Seeker
699,2022-05-20,2,Sport,Self-Guided,Degree enough quickly,Morning,180.16,6,23,2022-06-12,4,Partner Site,Card,699,Cody King DDS,Female,Millennial,Divorced,lawrencestephanie@example.org,Business Traveler
700,2022-11-07,6,Family,Walking Tour,Central sense,Half Day,189.34,9,12,2022-11-19,4,Partner Site,Card,700,Brooke Walker,Male,Millennial,Single,jonathan83@example.org,Budget Traveler
701,2022-04-08,2,Sport,VIP Experience,Trade suggest,Evening,119.46,6,14,2022-04-22,2,Website,Transaction,701,Gail Glenn DVM,Male,Gen Z,Widowed,msmith@example.org,Luxury Seeker
702,2022-09-05,5,Gastronomy,Walking Tour,Make then necessary,Whole Day,56.41,6,11,2022-09-16,4,Website,Transaction,702,Emily Fischer MD,Female,Gen X,Single,clarkejames@example.com,Family
703,2022-09-28,2,Sport,Guided Tour,Story age bit,Morning,156.0,1,17,2022-10-15,2,Partner Site,Transaction,703,Jennifer Bell,Female,Gen X,Divorced,jacksonkevin@example.org,Solo Traveler
704,2022-02-21,5,Gastronomy,Guided Tour,Baby though,Personalized,107.9,3,7,2022-02-28,4,Website,Transaction,704,Rachel Williams,Female,Gen X,Single,moonralph@example.com,Luxury Seeker
705,2022-08-11,4,Spa&Relax,Guided Tour,Whatever sense give,Morning,162.64,10,22,2022-09-02,1,Partner Site,Transaction,705,Daniel Perez,Male,Gen X,Married,heather77@example.net,Business Traveler
706,2022-05-28,3,Adventure,VIP Experience,Discussion relationship,Morning,93.3,2,27,2022-06-24,4,Mobile App,Card,706,Jennifer Wright,Female,Gen Z,Married,awilson@example.com,Solo Traveler
707,2022-05-18,4,Spa&Relax,VIP Experience,Management similar loss return,Personalized,167.86,9,23,2022-06-10,2,Travel Agency,Card,707,Dawn King,Female,Millennial,Single,robyn06@example.net,Budget Traveler
708,2022-08-21,6,Family,Guided Tour,Give be,Evening,185.1,4,12,2022-09-02,4,Partner Site,Transaction,708,Teresa Frederick,Male,Gen Z,Divorced,reednathan@example.com,Family
709,2022-11-05,4,Spa&Relax,VIP Experience,Pattern cell,Personalized,173.32,6,18,2022-11-23,2,Website,Transaction,709,Belinda Lopez,Female,Gen X,Single,jonathandunn@example.net,Business Traveler
710,2022-04-14,1,Culture,Guided Tour,Loss try despite,Morning,164.85,9,1,2022-04-15,4,Mobile App,PayPal,710,David Morgan,Female,Millennial,Single,hernandezstacy@example.net,Luxury Seeker
711,2022-05-31,2,Sport,Guided Tour,Push history,Whole Day,192.18,8,1,2022-06-01,2,Partner Site,PayPal,711,Sheila Baker,Male,Gen X,Married,perezjulia@example.org,Luxury Seeker
712,2022-03-16,6,Family,Self-Guided,Late wind finish feel,Whole Day,164.43,2,22,2022-04-07,4,Partner Site,Transaction,712,Alan Santana,Female,Gen X,Single,cannonandrew@example.com,Solo Traveler
713,2022-07-08,1,Culture,VIP Experience,Themselves name,Half Day,55.64,2,30,2022-08-07,4,Partner Site,Transaction,713,David Frederick,Female,Gen Z,Single,sara76@example.org,Luxury Seeker
714,2022-02-14,6,Family,Bus Tour,Garden safe once,Whole Day,166.4,5,23,2022-03-09,4,Partner Site,PayPal,714,Karen Lee,Male,Millennial,Married,alec81@example.org,Luxury Seeker
715,2022-11-18,1,Culture,Group Tour,Ground center,Whole Day,83.53,6,28,2022-12-16,1,Website,Transaction,715,Alex Kline,Male,Boomer,Widowed,ecummings@example.net,Business Traveler
716,2022-05-27,5,Gastronomy,Bus Tour,Pass home,Evening,121.54,1,30,2022-06-26,3,Travel Agency,Transaction,716,Mrs. Christina Black DDS,Male,Gen Z,Widowed,davidtrujillo@example.net,Luxury Seeker
717,2022-11-18,3,Adventure,Walking Tour,Just agent,Whole Day,188.69,8,5,2022-11-23,3,Website,PayPal,717,Andrew Wallace,Female,Gen Z,Married,deannawright@example.net,Luxury Seeker
718,2022-06-09,5,Gastronomy,Guided Tour,Bad tough,Evening,178.56,5,28,2022-07-07,3,Travel Agency,Card,718,John Farmer,Female,Gen Z,Widowed,kvelasquez@example.net,Solo Traveler
719,2022-08-03,6,Family,Self-Guided,Continue,Evening,131.01,6,2,2022-08-05,2,Travel Agency,Card,719,Charles Mendez,Male,Gen Z,Single,markbarrera@example.org,Luxury Seeker
720,2022-03-01,3,Adventure,VIP Experience,Prepare,Personalized,175.27,3,24,2022-03-25,1,Travel Agency,Card,720,Victoria Howard,Male,Boomer,Married,sarah67@example.net,Family
721,2022-01-22,3,Adventure,Self-Guided,Few,Morning,32.69,10,22,2022-02-13,4,Website,Card,721,Michael Stevens,Female,Gen Z,Married,gamblekristin@example.net,Family
722,2022-01-08,5,Gastronomy,Bus Tour,Learn court between,Morning,129.02,9,1,2022-01-09,3,Mobile App,Card,722,Barbara Gonzalez MD,Female,Gen Z,Married,davisalyssa@example.org,Solo Traveler
723,2022-02-10,3,Adventure,Guided Tour,Create sell purpose,Personalized,63.89,10,21,2022-03-03,1,Website,Transaction,723,Richard Villegas,Female,Gen X,Divorced,williamsjessica@example.com,Family
724,2022-12-13,3,Adventure,VIP Experience,Mr,Whole Day,93.84,1,19,2023-01-01,3,Mobile App,Transaction,724,Cheryl Grant,Female,Gen X,Widowed,christopher62@example.net,Budget Traveler
725,2022-05-02,2,Sport,Self-Guided,Special end,Whole Day,171.35,10,15,2022-05-17,2,Mobile App,Transaction,725,James Johnson,Male,Gen Z,Married,tyler23@example.org,Budget Traveler
726,2022-09-15,4,Spa&Relax,VIP Experience,Side cup,Half Day,163.65,1,26,2022-10-11,3,Mobile App,Transaction,726,Jason Ryan,Female,Gen X,Married,james93@example.org,Business Traveler
727,2022-05-08,2,Sport,Self-Guided,Call environment part,Personalized,104.31,6,4,2022-05-12,4,Partner Site,Card,727,Steven Peters,Male,Millennial,Widowed,corysantos@example.org,Solo Traveler
728,2022-06-29,1,Culture,Guided Tour,Here should population,Personalized,47.99,2,3,2022-07-02,4,Mobile App,Card,728,John Garrison,Female,Gen Z,Married,dtanner@example.net,Family
729,2022-03-20,3,Adventure,Walking Tour,Read rock party,Half Day,28.44,10,26,2022-04-15,4,Mobile App,Transaction,729,Joseph Johnson,Female,Millennial,Widowed,joanne96@example.com,Family
730,2022-05-16,5,Gastronomy,Group Tour,Budget herself,Evening,22.98,1,21,2022-06-06,2,Partner Site,PayPal,730,Victoria Bowman,Female,Millennial,Single,alicia86@example.net,Family
731,2022-04-15,3,Adventure,Guided Tour,Agency anything until,Evening,181.42,3,12,2022-04-27,1,Travel Agency,Transaction,731,Kathy Mcbride,Male,Gen X,Widowed,dorisbrock@example.com,Family
732,2022-02-18,5,Gastronomy,Self-Guided,Close,Whole Day,139.32,1,27,2022-03-17,3,Partner Site,PayPal,732,Stephen Diaz,Male,Boomer,Divorced,marcroberson@example.com,Family
733,2022-09-04,4,Spa&Relax,VIP Experience,Sign model receive,Half Day,129.61,5,24,2022-09-28,1,Travel Agency,PayPal,733,Cesar Gates,Female,Gen Z,Single,qsanchez@example.net,Business Traveler
734,2022-03-11,4,Spa&Relax,Walking Tour,How step job,Whole Day,98.9,10,28,2022-04-08,1,Website,PayPal,734,Amanda Thomas,Male,Gen Z,Married,conradchristopher@example.net,Budget Traveler
735,2022-07-03,2,Sport,Walking Tour,Cold idea better peace,Morning,86.54,8,30,2022-08-02,4,Partner Site,Card,735,Michelle Brown,Male,Boomer,Married,rhonda06@example.net,Family
736,2022-08-11,2,Sport,Bus Tour,Down Congress catch create,Morning,152.16,5,20,2022-08-31,3,Website,PayPal,736,Thomas Ross MD,Female,Gen X,Divorced,jennifer01@example.net,Solo Traveler
737,2022-10-12,5,Gastronomy,VIP Experience,Degree attorney show,Whole Day,163.54,6,17,2022-10-29,2,Travel Agency,PayPal,737,Nicholas Savage,Female,Gen Z,Divorced,gregoryfoster@example.org,Luxury Seeker
