Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
933,2021-08-10,4,Spa&Relax,Walking Tour,Like him protect,Evening,198.44,3,8,2021-08-18,3,Partner Site,Card,933,Christopher Johnson,Male,Millennial,Divorced,haleyjordan@example.org,Budget Traveler
934,2021-03-26,5,Gastronomy,Group Tour,Coach eat floor,Half Day,185.21,10,20,2021-04-15,1,Website,Card,934,Lance Garcia,Female,Millennial,Married,teresa62@example.net,Solo Traveler
935,2021-09-01,5,Gastronomy,Bus Tour,Challenge think,Personalized,58.22,1,27,2021-09-28,1,Website,PayPal,935,Isaac Cooke,Female,Boomer,Divorced,raydaniel@example.org,Luxury Seeker
936,2021-08-10,6,Family,Bus Tour,Four give forget,Whole Day,150.99,1,21,2021-08-31,1,Website,PayPal,936,Jeremy Price,Male,Gen Z,Single,jmoran@example.org,Budget Traveler
937,2021-06-13,1,Culture,Walking Tour,Summer vote,Morning,90.62,1,20,2021-07-03,1,Website,PayPal,937,Kyle Golden,Male,Gen Z,Divorced,nhernandez@example.com,Business Traveler
938,2021-05-24,4,Spa&Relax,Group Tour,Check why professional,Personalized,165.94,6,27,2021-06-20,3,Partner Site,Card,938,Steven Mitchell,Male,Millennial,Divorced,melissasullivan@example.com,Luxury Seeker
939,2021-04-02,6,Family,Guided Tour,Member water,Half Day,102.69,8,22,2021-04-24,2,Mobile App,Transaction,939,Laura Roberts,Male,Gen Z,Married,greenebrandi@example.org,Family
940,2021-06-10,3,Adventure,Self-Guided,Offer score box not,Personalized,117.88,4,6,2021-06-16,1,Website,PayPal,940,Ryan Jones,Female,Boomer,Divorced,kevin07@example.org,Solo Traveler
941,2021-09-13,4,Spa&Relax,Self-Guided,Difference instead,Morning,58.4,8,26,2021-10-09,3,Partner Site,Transaction,941,Tyler Brown,Male,Gen Z,Divorced,hmckinney@example.com,Solo Traveler
942,2021-07-19,1,Culture,Guided Tour,Much agent out,Morning,81.65,4,25,2021-08-13,2,Mobile App,PayPal,942,Robert Flynn,Female,Gen X,Single,cwilliamson@example.com,Budget Traveler
943,2021-03-16,6,Family,VIP Experience,Sea four rest,Morning,142.23,7,2,2021-03-18,4,Travel Agency,Transaction,943,Sandra Peterson,Male,Millennial,Married,susan97@example.net,Luxury Seeker
944,2021-01-21,6,Family,Self-Guided,Nothing top,Morning,134.18,4,21,2021-02-11,3,Partner Site,PayPal,944,Rachel Harris,Female,Gen X,Divorced,camachojohnny@example.org,Business Traveler
945,2021-04-10,6,Family,Group Tour,Close traditional,Personalized,162.39,6,26,2021-05-06,3,Partner Site,PayPal,945,Jennifer Jennings,Female,Gen Z,Divorced,cynthia10@example.com,Luxury Seeker
946,2021-10-25,3,Adventure,Group Tour,Wall sport,Half Day,131.72,2,21,2021-11-15,1,Website,PayPal,946,Amanda Costa,Male,Boomer,Single,ydiaz@example.org,Solo Traveler
947,2021-09-28,2,Sport,VIP Experience,Voice employee,Whole Day,68.57,2,8,2021-10-06,2,Mobile App,PayPal,947,Mr. Daryl Trevino,Female,Gen X,Widowed,brownjustin@example.net,Budget Traveler
948,2021-04-20,6,Family,VIP Experience,Light teach main,Morning,78.06,3,7,2021-04-27,3,Partner Site,Transaction,948,Eugene Erickson,Male,Gen X,Single,daniel61@example.com,Luxury Seeker
949,2021-12-27,1,Culture,Group Tour,Ten concern,Evening,99.45,8,6,2022-01-02,2,Mobile App,Card,949,Brian Perkins,Female,Gen Z,Married,johnnywells@example.net,Business Traveler
950,2021-09-29,2,Sport,Self-Guided,Wrong leg any,Evening,120.68,10,24,2021-10-23,2,Mobile App,Card,950,Michael Zimmerman,Female,Gen X,Married,mackrenee@example.net,Business Traveler
951,2021-04-16,5,Gastronomy,Walking Tour,Task choose,Personalized,191.33,2,27,2021-05-13,2,Mobile App,Transaction,951,Anthony Cunningham,Male,Millennial,Divorced,qpatrick@example.org,Budget Traveler
952,2021-03-30,5,Gastronomy,VIP Experience,Himself responsibility,Morning,115.8,8,8,2021-04-07,3,Partner Site,PayPal,952,Scott Contreras,Male,Gen X,Single,brockmartha@example.org,Solo Traveler
953,2021-12-20,3,Adventure,Walking Tour,Water send car,Whole Day,67.72,9,4,2021-12-24,2,Mobile App,PayPal,953,Christina Garza,Female,Boomer,Widowed,charleswalker@example.com,Luxury Seeker
954,2021-01-12,6,Family,Group Tour,Property small,Half Day,141.48,2,16,2021-01-28,2,Mobile App,PayPal,954,Matthew Robertson,Male,Gen Z,Divorced,crawfordchristine@example.org,Family
955,2021-01-14,3,Adventure,Walking Tour,Cause leader sign,Morning,126.7,6,14,2021-01-28,4,Travel Agency,PayPal,955,Charles Wood,Male,Gen Z,Single,mendezemily@example.org,Family
956,2021-07-28,6,Family,Guided Tour,Four himself person,Half Day,117.94,5,13,2021-08-10,3,Partner Site,PayPal,956,James Golden,Female,Gen X,Single,thomascoleman@example.net,Budget Traveler
957,2021-10-06,2,Sport,Guided Tour,Movement kid,Whole Day,183.35,3,21,2021-10-27,3,Partner Site,Transaction,957,Shawn Higgins,Male,Millennial,Single,andersonmary@example.com,Luxury Seeker
958,2021-08-24,5,Gastronomy,Guided Tour,Upon six citizen,Whole Day,119.66,1,12,2021-09-05,2,Mobile App,Card,958,Andrew Morrow,Male,Millennial,Married,jason61@example.com,Budget Traveler
959,2021-05-29,3,Adventure,Walking Tour,Line network front,Evening,96.81,3,23,2021-06-21,4,Travel Agency,Card,959,Brian Adams,Female,Millennial,Married,brightmaria@example.net,Business Traveler
960,2021-02-27,6,Family,Group Tour,Movie success attack establish,Evening,72.11,3,13,2021-03-12,1,Website,Transaction,960,Kristen Santiago,Male,Boomer,Widowed,jonharvey@example.com,Luxury Seeker
961,2021-09-25,3,Adventure,VIP Experience,Face green south,Evening,53.35,6,23,2021-10-18,3,Partner Site,Transaction,961,Dean Holmes,Male,Gen Z,Married,caroline06@example.net,Budget Traveler
962,2021-01-20,3,Adventure,Guided Tour,Drive six,Whole Day,41.27,4,12,2021-02-01,3,Partner Site,Card,962,Joseph Choi,Female,Millennial,Widowed,christy84@example.com,Family
963,2021-11-25,5,Gastronomy,Guided Tour,Individual,Evening,31.08,7,14,2021-12-09,4,Travel Agency,Transaction,963,Richard Riley,Female,Boomer,Divorced,duncanmichael@example.com,Family
964,2021-01-19,6,Family,Walking Tour,Quickly car wish,Morning,112.7,1,7,2021-01-26,2,Mobile App,Card,964,Lisa Lopez,Male,Gen X,Divorced,popetyler@example.com,Solo Traveler
965,2021-03-17,3,Adventure,Self-Guided,No,Morning,196.52,3,1,2021-03-18,2,Mobile App,Card,965,Kathryn Davis,Female,Gen X,Divorced,andrewbooker@example.org,Family
966,2021-03-22,4,Spa&Relax,VIP Experience,Well something,Morning,163.72,1,5,2021-03-27,1,Website,PayPal,966,Antonio Thomas,Male,Boomer,Single,wlane@example.org,Solo Traveler
967,2021-07-30,5,Gastronomy,VIP Experience,Big sing,Morning,160.71,3,5,2021-08-04,2,Mobile App,Transaction,967,Melissa Matthews,Male,Boomer,Widowed,cobbdouglas@example.org,Business Traveler
968,2021-12-24,1,Culture,Walking Tour,Cause group,Whole Day,91.98,10,17,2022-01-10,3,Partner Site,Transaction,968,Katrina Green,Male,Gen X,Divorced,torreschristian@example.org,Family
969,2021-07-08,3,Adventure,Guided Tour,Concern best,Half Day,154.42,4,2,2021-07-10,4,Travel Agency,Card,969,Ashley Garner,Female,Gen Z,Widowed,kevin44@example.net,Luxury Seeker
970,2021-12-24,4,Spa&Relax,Bus Tour,Sell address quality,Half Day,109.39,8,1,2021-12-25,3,Partner Site,Transaction,970,Melissa Smith,Male,Gen Z,Single,priceamanda@example.org,Family
971,2021-07-12,6,Family,VIP Experience,East lot,Morning,164.7,1,6,2021-07-18,1,Website,PayPal,971,Sarah Burns,Male,Boomer,Widowed,shepardcynthia@example.com,Business Traveler
972,2021-02-07,1,Culture,Walking Tour,Plant small,Morning,111.41,9,28,2021-03-07,1,Website,PayPal,972,Connor Snyder,Male,Gen X,Divorced,parkerjohn@example.org,Luxury Seeker
973,2021-09-20,4,Spa&Relax,VIP Experience,Across field,Morning,133.94,5,18,2021-10-08,3,Partner Site,Card,973,Christopher Wallace,Female,Boomer,Single,stephanie34@example.org,Family
974,2021-06-05,5,Gastronomy,VIP Experience,Event half,Evening,107.83,1,22,2021-06-27,3,Partner Site,Card,974,Christopher Smith,Female,Boomer,Married,christophermoore@example.com,Luxury Seeker
975,2021-07-28,6,Family,Guided Tour,Into just himself,Evening,133.74,10,4,2021-08-01,1,Website,Transaction,975,Leonard Lamb,Male,Boomer,Divorced,patrickclark@example.org,Budget Traveler
976,2021-01-14,4,Spa&Relax,Group Tour,Executive season image,Half Day,61.36,5,23,2021-02-06,3,Partner Site,PayPal,976,Cheryl Henson,Male,Gen X,Single,wattsthomas@example.org,Family
977,2021-01-27,5,Gastronomy,Self-Guided,Herself up,Half Day,104.11,10,6,2021-02-02,4,Travel Agency,PayPal,977,Victor Bowers,Female,Gen X,Single,thomasunderwood@example.net,Solo Traveler
978,2021-02-20,4,Spa&Relax,Self-Guided,Son left,Evening,152.3,6,8,2021-02-28,4,Travel Agency,Transaction,978,Ann Costa,Female,Boomer,Married,vramirez@example.org,Solo Traveler
979,2021-07-17,3,Adventure,Guided Tour,Safe down similar,Evening,32.25,2,13,2021-07-30,1,Website,Card,979,Lori Flowers,Female,Gen X,Divorced,uyork@example.com,Luxury Seeker
980,2021-10-07,4,Spa&Relax,Walking Tour,Question make we,Evening,113.99,5,3,2021-10-10,3,Partner Site,PayPal,980,Christopher Hancock,Male,Gen X,Widowed,cassandrabanks@example.org,Luxury Seeker
981,2021-03-31,6,Family,Guided Tour,Figure accept,Half Day,78.44,5,24,2021-04-24,1,Website,Card,981,Jose Jennings,Male,Gen Z,Married,richard56@example.net,Business Traveler
982,2021-11-12,6,Family,Walking Tour,Treatment edge,Morning,122.89,9,7,2021-11-19,1,Website,PayPal,982,Thomas Griffith,Male,Gen Z,Single,qwilliamson@example.net,Budget Traveler
983,2021-03-07,1,Culture,Bus Tour,Base task involve,Evening,166.2,3,2,2021-03-09,4,Travel Agency,PayPal,983,Christina Levy,Male,Gen X,Widowed,moorematthew@example.org,Business Traveler
984,2021-03-14,5,Gastronomy,Self-Guided,Ten college outside,Half Day,53.99,7,4,2021-03-18,1,Website,Card,984,Jeffrey Evans,Male,Millennial,Divorced,brian24@example.org,Family
985,2021-04-23,3,Adventure,Group Tour,Realize indicate,Whole Day,111.61,9,5,2021-04-28,1,Website,Transaction,985,Jay Pitts,Female,Gen Z,Married,scottkenneth@example.org,Solo Traveler
986,2021-12-08,3,Adventure,Group Tour,Leg,Morning,151.81,9,21,2021-12-29,4,Travel Agency,Transaction,986,Joel Long,Female,Millennial,Divorced,abonilla@example.com,Family
987,2021-10-29,3,Adventure,Bus Tour,Author design,Evening,30.94,3,22,2021-11-20,2,Mobile App,PayPal,987,Nicole Clark,Male,Gen X,Divorced,tim69@example.org,Solo Traveler
988,2021-07-11,5,Gastronomy,Bus Tour,Road treat control,Half Day,185.93,7,14,2021-07-25,1,Website,PayPal,988,Casey Scott,Male,Boomer,Married,yhicks@example.net,Luxury Seeker
989,2021-01-29,1,Culture,Bus Tour,Suggest project,Personalized,136.63,4,23,2021-02-21,1,Website,Transaction,989,Patricia Donaldson,Female,Millennial,Married,andersonjill@example.org,Family
990,2021-06-15,2,Sport,VIP Experience,City strong,Evening,190.28,5,12,2021-06-27,1,Website,Transaction,990,Sharon Spencer,Male,Gen Z,Married,mlynch@example.com,Business Traveler
991,2021-09-13,6,Family,VIP Experience,Available find take,Personalized,28.26,6,13,2021-09-26,2,Mobile App,Transaction,991,Juan Thompson,Female,Gen X,Single,freed@example.net,Luxury Seeker
992,2021-01-05,2,Sport,Group Tour,Tree next,Half Day,138.62,8,17,2021-01-22,3,Partner Site,Transaction,992,William Thomas,Female,Gen Z,Divorced,rgordon@example.net,Solo Traveler
993,2021-01-28,3,Adventure,Self-Guided,Human,Evening,78.73,10,2,2021-01-30,3,Partner Site,Card,993,Desiree Jones,Female,Millennial,Widowed,zreed@example.net,Budget Traveler
994,2021-03-17,5,Gastronomy,Guided Tour,Talk recognize site school,Half Day,143.02,7,1,2021-03-18,2,Mobile App,Card,994,Andrea White,Male,Gen Z,Married,jose52@example.net,Business Traveler
995,2021-01-11,1,Culture,Group Tour,May they federal,Evening,151.53,8,18,2021-01-29,2,Mobile App,Transaction,995,Aimee Fisher,Female,Boomer,Divorced,bduarte@example.net,Family
996,2021-02-28,5,Gastronomy,Guided Tour,Cover by,Half Day,52.58,4,1,2021-03-01,2,Mobile App,Card,996,Jennifer Tate DDS,Male,Gen Z,Widowed,clarkthomas@example.net,Business Traveler
997,2021-05-09,3,Adventure,VIP Experience,Ready visit foreign,Half Day,159.25,1,7,2021-05-16,2,Mobile App,Transaction,997,Holly Velazquez,Male,Millennial,Married,briannasmith@example.com,Solo Traveler
998,2021-07-31,3,Adventure,Self-Guided,Speech despite necessary,Half Day,68.23,3,8,2021-08-08,4,Travel Agency,Card,998,Tanya Taylor,Male,Gen Z,Divorced,morganbenjamin@example.com,Business Traveler
999,2021-11-18,5,Gastronomy,Self-Guided,Smile second we,Personalized,188.77,10,21,2021-12-09,2,Mobile App,Transaction,999,Maria Duran,Male,Millennial,Married,brookswilliam@example.net,Luxury Seeker
1000,2021-05-03,6,Family,Self-Guided,Choose end often,Evening,155.78,3,17,2021-05-20,4,Travel Agency,Card,1000,Kathy Rogers,Female,Gen Z,Single,frankarroyo@example.com,Business Traveler
1001,2021-01-22,5,Gastronomy,Group Tour,Book in,Half Day,46.41,2,25,2021-02-16,1,Website,Card,1001,Jennifer Beck,Male,Boomer,Divorced,martinamber@example.net,Luxury Seeker
1002,2021-09-30,3,Adventure,Self-Guided,Modern system,Morning,168.57,2,25,2021-10-25,3,Partner Site,PayPal,1002,Jonathan Long,Male,Millennial,Widowed,pamela91@example.net,Budget Traveler
1003,2021-07-07,3,Adventure,VIP Experience,Book she toward,Personalized,185.31,1,28,2021-08-04,4,Travel Agency,PayPal,1003,David Brady,Female,Millennial,Married,tammypratt@example.net,Family
1004,2021-10-31,4,Spa&Relax,Guided Tour,Firm newspaper,Whole Day,59.31,10,22,2021-11-22,3,Partner Site,Transaction,1004,James Gill,Female,Gen Z,Married,justin34@example.com,Solo Traveler
1005,2021-09-30,2,Sport,Guided Tour,Director do,Whole Day,155.32,5,28,2021-10-28,1,Website,PayPal,1005,Jessica Bender,Male,Millennial,Single,lisa66@example.net,Solo Traveler
1006,2021-12-03,4,Spa&Relax,Bus Tour,Board forget,Evening,106.94,8,8,2021-12-11,3,Partner Site,Transaction,1006,Justin Jones,Female,Boomer,Widowed,mmora@example.com,Budget Traveler
1007,2021-04-30,2,Sport,Guided Tour,Have memory,Half Day,79.83,6,15,2021-05-15,2,Mobile App,Transaction,1007,Jennifer Farmer,Male,Boomer,Single,ruizamy@example.net,Luxury Seeker
1008,2021-08-30,6,Family,Bus Tour,Table tend expect,Personalized,184.61,4,18,2021-09-17,3,Partner Site,Transaction,1008,Crystal Chavez,Male,Gen X,Widowed,hernandezcarmen@example.net,Business Traveler
1009,2021-10-04,4,Spa&Relax,Group Tour,War total,Whole Day,191.35,5,22,2021-10-26,2,Mobile App,PayPal,1009,Brian Matthews,Male,Millennial,Single,lweber@example.com,Solo Traveler
1010,2021-06-03,4,Spa&Relax,Guided Tour,Somebody source black,Morning,117.37,10,21,2021-06-24,3,Partner Site,Card,1010,Jacob Myers,Male,Gen X,Married,james86@example.net,Solo Traveler
1011,2021-04-25,1,Culture,Group Tour,Successful read,Half Day,181.63,6,14,2021-05-09,4,Travel Agency,Card,1011,James Mills,Male,Gen Z,Widowed,bryannathaniel@example.net,Budget Traveler
1012,2021-05-18,4,Spa&Relax,Self-Guided,Water speech return,Morning,79.93,2,4,2021-05-22,4,Travel Agency,PayPal,1012,Christina Hancock,Female,Gen X,Widowed,cynthia79@example.net,Luxury Seeker
1013,2021-07-02,1,Culture,Group Tour,Morning gas,Evening,148.79,6,4,2021-07-06,3,Partner Site,PayPal,1013,Cole Smith,Male,Boomer,Single,melissalogan@example.com,Solo Traveler
1014,2021-03-25,4,Spa&Relax,VIP Experience,Time hour place people,Personalized,29.42,8,21,2021-04-15,1,Website,Card,1014,Kathryn Stanton,Female,Millennial,Married,dlong@example.net,Budget Traveler
1015,2021-09-27,2,Sport,Guided Tour,Hand traditional far,Morning,41.72,1,18,2021-10-15,4,Travel Agency,Card,1015,Ashley Tyler,Female,Gen X,Single,craigtimothy@example.org,Luxury Seeker
1016,2021-04-14,2,Sport,Walking Tour,Partner,Half Day,111.72,10,21,2021-05-05,1,Website,Card,1016,William Andrews,Female,Gen X,Married,wbarton@example.org,Budget Traveler
1017,2021-02-03,6,Family,Guided Tour,Firm week start,Whole Day,47.18,4,15,2021-02-18,3,Partner Site,Transaction,1017,Douglas Gutierrez,Male,Gen X,Single,davidchapman@example.com,Business Traveler
1018,2021-11-12,6,Family,Self-Guided,Item indeed,Personalized,172.6,9,16,2021-11-28,4,Travel Agency,Card,1018,Tammy Martin,Male,Millennial,Married,gfrench@example.net,Solo Traveler
1019,2021-11-20,5,Gastronomy,VIP Experience,Democrat special,Half Day,183.3,9,2,2021-11-22,2,Mobile App,Transaction,1019,Thomas Hester,Female,Millennial,Single,camerongutierrez@example.net,Budget Traveler
1020,2021-03-09,1,Culture,Self-Guided,Cover ok,Evening,169.49,7,6,2021-03-15,4,Travel Agency,Card,1020,Nicole Clay,Male,Millennial,Single,jordanangela@example.net,Solo Traveler
1021,2021-06-24,5,Gastronomy,Self-Guided,Instead building,Personalized,90.73,10,3,2021-06-27,1,Website,PayPal,1021,Javier Miller,Female,Boomer,Divorced,jennifer70@example.org,Family
1022,2021-03-03,1,Culture,Walking Tour,Step myself weight should,Personalized,83.19,5,19,2021-03-22,1,Website,Card,1022,Dawn Kelly,Female,Gen X,Married,johnspatrick@example.com,Solo Traveler
1023,2021-01-11,3,Adventure,Group Tour,Rate goal ability,Half Day,22.65,3,11,2021-01-22,1,Website,Transaction,1023,Megan Reed,Male,Boomer,Married,amyconway@example.org,Family
1024,2021-01-13,2,Sport,Guided Tour,Foreign light,Whole Day,43.62,9,10,2021-01-23,4,Travel Agency,Card,1024,Stacey Ferguson,Female,Gen X,Married,christine22@example.org,Budget Traveler
1025,2021-12-03,2,Sport,Group Tour,Affect,Half Day,63.45,6,27,2021-12-30,1,Website,Transaction,1025,Tammy Reed,Female,Millennial,Divorced,tlucas@example.net,Budget Traveler
1026,2021-02-14,2,Sport,VIP Experience,Evening police,Half Day,95.23,7,13,2021-02-27,4,Travel Agency,PayPal,1026,Matthew Smith,Female,Millennial,Widowed,sierra06@example.net,Solo Traveler
1027,2021-12-28,6,Family,VIP Experience,Level two attack,Personalized,146.07,8,4,2022-01-01,4,Travel Agency,Card,1027,Mr. Nathaniel Butler DVM,Female,Millennial,Divorced,haleylinda@example.net,Solo Traveler
1028,2021-08-05,4,Spa&Relax,Self-Guided,Son particular,Whole Day,130.48,6,21,2021-08-26,2,Mobile App,PayPal,1028,Bobby Hamilton,Female,Boomer,Single,thomasbilly@example.com,Solo Traveler
1029,2021-09-28,4,Spa&Relax,Guided Tour,Medical woman however,Personalized,42.65,5,25,2021-10-23,1,Website,PayPal,1029,Lee Smith,Female,Millennial,Widowed,russellrobert@example.net,Budget Traveler
1030,2021-11-14,5,Gastronomy,Walking Tour,Story instead,Personalized,183.79,6,8,2021-11-22,1,Website,Card,1030,Christopher Juarez,Male,Gen Z,Widowed,susanheath@example.org,Solo Traveler
1031,2021-07-30,1,Culture,VIP Experience,Tell range cause,Half Day,151.84,9,8,2021-08-07,2,Mobile App,PayPal,1031,Alex Wolfe,Female,Gen Z,Widowed,russosara@example.org,Budget Traveler
1032,2021-08-22,2,Sport,Guided Tour,Employee nearly throw,Morning,30.18,4,30,2021-09-21,1,Website,Transaction,1032,Andrea Adams,Male,Millennial,Married,toddtracey@example.net,Luxury Seeker
1033,2021-02-26,3,Adventure,Bus Tour,Recent few,Morning,177.26,8,28,2021-03-26,3,Partner Site,Transaction,1033,Julie Vaughn MD,Female,Gen X,Divorced,lancemitchell@example.org,Solo Traveler
1034,2021-09-18,5,Gastronomy,Group Tour,State heavy summer,Personalized,170.55,3,15,2021-10-03,3,Partner Site,PayPal,1034,Victor Ross,Female,Boomer,Single,walkervanessa@example.org,Solo Traveler
1035,2021-08-15,4,Spa&Relax,Group Tour,Per act,Personalized,89.75,5,1,2021-08-16,3,Partner Site,Card,1035,Tiffany Matthews,Male,Boomer,Single,wmiller@example.org,Luxury Seeker
1036,2021-02-22,5,Gastronomy,VIP Experience,Hot surface,Half Day,54.39,8,14,2021-03-08,4,Travel Agency,Card,1036,Abigail Hawkins,Male,Gen X,Married,nicholasalvarez@example.org,Budget Traveler
1037,2021-12-05,5,Gastronomy,Group Tour,Probably role per,Personalized,25.23,9,16,2021-12-21,1,Website,Card,1037,Kimberly Spears,Male,Millennial,Single,morrisonjoseph@example.net,Luxury Seeker
1038,2021-07-18,3,Adventure,Bus Tour,House thus,Personalized,40.1,7,7,2021-07-25,4,Travel Agency,PayPal,1038,Lindsay Miller,Male,Gen Z,Married,alecanderson@example.org,Solo Traveler
1039,2021-02-03,6,Family,Self-Guided,Hand article glass,Whole Day,129.41,3,6,2021-02-09,2,Mobile App,PayPal,1039,Brian Hubbard,Female,Millennial,Divorced,wwiley@example.com,Family
1040,2021-07-10,6,Family,Guided Tour,Control blue,Personalized,53.05,4,16,2021-07-26,3,Partner Site,Card,1040,Tammy Luna,Male,Millennial,Divorced,susanblack@example.org,Luxury Seeker
1041,2021-01-22,3,Adventure,Guided Tour,Vote note,Half Day,28.38,1,2,2021-01-24,1,Website,Transaction,1041,Lauren Munoz,Male,Gen Z,Married,erikbaker@example.org,Family
1042,2021-09-26,5,Gastronomy,Group Tour,Effort tax,Evening,97.59,8,30,2021-10-26,4,Travel Agency,Transaction,1042,Patrick Reynolds,Male,Gen Z,Married,christianashley@example.org,Budget Traveler
1043,2021-09-27,5,Gastronomy,Bus Tour,Care then,Morning,29.04,8,6,2021-10-03,2,Mobile App,PayPal,1043,James Leonard PhD,Female,Gen Z,Married,mjones@example.net,Solo Traveler
1044,2021-08-06,6,Family,VIP Experience,Give they,Morning,115.48,7,29,2021-09-04,3,Partner Site,Transaction,1044,Barbara Robinson,Male,Boomer,Widowed,popejeanette@example.org,Business Traveler
1045,2021-04-19,1,Culture,VIP Experience,Help art general,Morning,166.37,10,28,2021-05-17,1,Website,Transaction,1045,Amy Little,Male,Gen Z,Divorced,cwilson@example.net,Business Traveler
1046,2021-01-01,2,Sport,VIP Experience,Manager book future,Morning,36.41,7,12,2021-01-13,3,Partner Site,Card,1046,Michelle Ramos,Female,Boomer,Divorced,edwardbaker@example.org,Family
1047,2021-12-12,2,Sport,Bus Tour,Less section issue,Morning,29.81,10,28,2022-01-09,1,Website,Card,1047,Jacqueline Lopez,Female,Gen X,Married,ujohnson@example.org,Business Traveler
1048,2021-11-03,5,Gastronomy,VIP Experience,Success sea church,Evening,49.63,8,23,2021-11-26,3,Partner Site,PayPal,1048,Dennis Jordan,Female,Gen Z,Married,mosleypamela@example.org,Luxury Seeker
1049,2021-10-10,2,Sport,Bus Tour,Century beat write,Whole Day,139.18,6,20,2021-10-30,2,Mobile App,PayPal,1049,Christopher Jordan,Male,Gen X,Divorced,reyeschristopher@example.net,Family
1050,2021-07-04,3,Adventure,Self-Guided,Stage apply,Whole Day,64.51,10,26,2021-07-30,1,Website,PayPal,1050,Eduardo Johnson,Female,Millennial,Divorced,robertdavis@example.net,Family
1051,2021-03-22,4,Spa&Relax,Guided Tour,Often,Half Day,131.37,7,16,2021-04-07,4,Travel Agency,Transaction,1051,Cody Duran,Female,Millennial,Single,torresjeremy@example.org,Solo Traveler
1052,2021-11-22,1,Culture,Group Tour,Down space together,Half Day,117.83,6,29,2021-12-21,4,Travel Agency,PayPal,1052,Rachael Owen,Male,Boomer,Widowed,veronicabyrd@example.net,Business Traveler
1053,2021-12-09,5,Gastronomy,Bus Tour,Order discover loss,Personalized,170.49,5,1,2021-12-10,1,Website,PayPal,1053,David Ford,Male,Boomer,Married,hvelasquez@example.com,Luxury Seeker
1054,2021-12-28,1,Culture,Group Tour,Authority trial win,Evening,69.36,10,24,2022-01-21,1,Website,Card,1054,Charles Hall,Female,Gen Z,Divorced,glambert@example.org,Family
1055,2021-10-16,1,Culture,Bus Tour,According scientist machine purpose,Half Day,127.12,5,9,2021-10-25,3,Partner Site,PayPal,1055,Jeffery Moore,Female,Gen Z,Divorced,vwalter@example.org,Business Traveler
1056,2021-08-24,3,Adventure,Walking Tour,Morning happy health,Morning,122.71,5,18,2021-09-11,2,Mobile App,Transaction,1056,Patricia Williamson,Male,Gen X,Widowed,lopezalexandra@example.com,Budget Traveler
1057,2021-01-27,5,Gastronomy,Guided Tour,Business resource,Morning,182.48,3,5,2021-02-01,1,Website,Transaction,1057,Debbie Medina,Female,Gen X,Widowed,lindsey19@example.com,Luxury Seeker
1058,2021-04-09,2,Sport,VIP Experience,Watch provide,Whole Day,83.02,7,20,2021-04-29,3,Partner Site,PayPal,1058,David Thompson,Male,Boomer,Single,laura10@example.net,Family
1059,2021-07-23,6,Family,Bus Tour,Charge spring kitchen you,Whole Day,107.65,4,11,2021-08-03,2,Mobile App,Card,1059,Mary Hill,Female,Millennial,Widowed,john59@example.net,Budget Traveler
1060,2021-11-02,6,Family,Self-Guided,Item purpose however action,Morning,91.47,1,18,2021-11-20,1,Website,PayPal,1060,Melanie Holloway,Female,Boomer,Single,john77@example.com,Luxury Seeker
1061,2021-04-02,1,Culture,VIP Experience,Serve natural seat,Personalized,148.06,7,11,2021-04-13,4,Travel Agency,PayPal,1061,Kimberly Richardson,Female,Gen X,Married,joshuawarren@example.net,Solo Traveler
1062,2021-02-13,6,Family,Group Tour,Throw,Personalized,187.96,10,20,2021-03-05,1,Website,PayPal,1062,Taylor Mcguire,Female,Gen Z,Widowed,dannylawson@example.net,Family
1063,2021-12-04,5,Gastronomy,VIP Experience,Eight your instead,Personalized,119.66,2,4,2021-12-08,3,Partner Site,Transaction,1063,Christina Barnes,Female,Boomer,Married,drakemonica@example.net,Luxury Seeker
1064,2021-05-14,6,Family,Group Tour,Home pattern,Personalized,157.65,2,16,2021-05-30,3,Partner Site,PayPal,1064,Alicia Williams,Female,Gen X,Widowed,rebecca51@example.net,Solo Traveler
1065,2021-09-26,1,Culture,VIP Experience,Eye office Congress,Morning,152.77,1,13,2021-10-09,2,Mobile App,PayPal,1065,Jamie Friedman,Female,Boomer,Divorced,hornshirley@example.org,Luxury Seeker
1066,2021-02-14,4,Spa&Relax,Bus Tour,President site when,Morning,75.47,3,28,2021-03-14,1,Website,Transaction,1066,Elaine Waller,Female,Boomer,Divorced,josephortiz@example.com,Luxury Seeker
1067,2021-02-16,1,Culture,Walking Tour,Design him trial practice,Morning,167.0,8,15,2021-03-03,4,Travel Agency,Card,1067,Zachary Gaines,Female,Boomer,Single,townsendtimothy@example.org,Business Traveler
1068,2021-05-13,3,Adventure,Guided Tour,President nice class,Evening,197.68,1,27,2021-06-09,2,Mobile App,Card,1068,Daniel Estrada,Male,Gen X,Divorced,ruth13@example.org,Solo Traveler
1069,2021-03-29,1,Culture,Group Tour,Tough usually,Morning,187.81,4,27,2021-04-25,4,Travel Agency,Card,1069,Jacqueline Adams,Female,Boomer,Divorced,johnhill@example.net,Business Traveler
