Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
1096,2020-01-18,5,Gastronomy,Self-Guided,Reach training main,Whole Day,81.46,5,9,2020-01-27,1,Website,Transaction,1096,Lawrence Brooks,Female,Gen Z,Single,brownmatthew@example.net,Budget Traveler
1097,2020-05-23,1,Culture,Guided Tour,Type book care,Morning,126.41,3,24,2020-06-16,1,Website,Card,1097,Erika Rowe,Male,Millennial,Divorced,jholloway@example.net,Solo Traveler
1098,2020-04-26,6,Family,Guided Tour,Customer because early,Morning,170.72,2,29,2020-05-25,2,Mobile App,Transaction,1098,Pamela Green,Male,Gen X,Single,hannah21@example.net,Solo Traveler
1099,2020-10-03,3,Adventure,Guided Tour,Whatever guess significant,Personalized,76.8,5,6,2020-10-09,2,Mobile App,Card,1099,Cindy Morris,Female,Millennial,Married,stevencook@example.net,Family
1100,2020-09-30,4,Spa&Relax,Self-Guided,Effort section,Whole Day,108.18,5,23,2020-10-23,3,Partner Site,PayPal,1100,Bryan Jenkins,Female,Millennial,Single,zshaffer@example.org,Business Traveler
1101,2020-11-18,5,Gastronomy,VIP Experience,Art writer health,Half Day,198.88,7,5,2020-11-23,4,Travel Agency,PayPal,1101,Whitney Moyer,Female,Millennial,Divorced,kristy74@example.net,Business Traveler
1102,2020-05-09,6,Family,Self-Guided,Same north,Whole Day,112.39,9,27,2020-06-05,2,Mobile App,PayPal,1102,Phyllis Schmidt,Male,Boomer,Divorced,berrytaylor@example.net,Budget Traveler
1103,2020-03-15,6,Family,Bus Tour,Short issue,Half Day,105.54,2,17,2020-04-01,4,Travel Agency,Transaction,1103,Jerry Gilmore,Female,Gen X,Widowed,debrajones@example.net,Business Traveler
1104,2020-08-11,6,Family,Walking Tour,Law sit science,Morning,176.48,1,11,2020-08-22,1,Website,Card,1104,Stacy Morales,Female,Boomer,Divorced,adam60@example.org,Family
1105,2020-03-28,3,Adventure,Self-Guided,Interview else development,Half Day,104.03,2,6,2020-04-03,2,Mobile App,Card,1105,Erin Ellis,Female,Boomer,Widowed,kaylaandrews@example.com,Solo Traveler
1106,2020-12-12,2,Sport,Self-Guided,Check significant deal,Morning,128.17,8,27,2021-01-08,4,Travel Agency,Transaction,1106,Alexander Guzman,Female,Gen X,Single,chanamber@example.org,Luxury Seeker
1107,2020-05-07,4,Spa&Relax,Group Tour,Up probably cut,Morning,191.72,9,4,2020-05-11,4,Travel Agency,Transaction,1107,William Hall,Male,Millennial,Married,kelseyjohnson@example.com,Family
1108,2020-02-17,5,Gastronomy,Guided Tour,Agent test take,Personalized,155.33,10,23,2020-03-11,2,Mobile App,Transaction,1108,Anthony Gonzales,Female,Gen Z,Single,jamiejames@example.org,Family
1109,2020-02-06,3,Adventure,Group Tour,Medical official,Evening,49.76,3,26,2020-03-03,1,Website,Transaction,1109,Carla Clark,Male,Millennial,Married,wyang@example.net,Family
1110,2020-05-03,2,Sport,Guided Tour,Course world son,Half Day,98.58,5,3,2020-05-06,2,Mobile App,Card,1110,David Rodriguez,Female,Gen Z,Widowed,ysmith@example.com,Luxury Seeker
1111,2020-06-04,4,Spa&Relax,VIP Experience,Great watch,Evening,145.78,6,4,2020-06-08,4,Travel Agency,Transaction,1111,Jessica Abbott,Female,Boomer,Married,jerome16@example.com,Budget Traveler
1112,2020-01-07,3,Adventure,Guided Tour,Role today,Evening,159.19,7,5,2020-01-12,3,Partner Site,Transaction,1112,Ryan Thompson,Female,Boomer,Single,andersoneric@example.net,Family
1113,2020-07-01,6,Family,VIP Experience,Ask,Whole Day,59.9,8,22,2020-07-23,2,Mobile App,Card,1113,Christine Singh,Female,Gen X,Divorced,nathan62@example.com,Business Traveler
1114,2020-03-07,5,Gastronomy,Group Tour,View whole,Whole Day,136.2,1,20,2020-03-27,2,Mobile App,PayPal,1114,Rita White,Male,Gen Z,Married,buchanananthony@example.org,Family
1115,2020-04-28,3,Adventure,Group Tour,Personal training enter,Half Day,96.63,7,3,2020-05-01,3,Partner Site,PayPal,1115,Richard Rivera,Female,Boomer,Single,jjohnson@example.com,Family
1116,2020-01-19,2,Sport,Group Tour,Help out modern,Personalized,170.16,7,6,2020-01-25,4,Travel Agency,Card,1116,Adrian Prince,Female,Gen Z,Widowed,barnescarl@example.com,Budget Traveler
1117,2020-06-29,2,Sport,VIP Experience,Task Mr care,Personalized,89.12,3,11,2020-07-10,4,Travel Agency,Card,1117,Mallory Collins,Female,Boomer,Widowed,qlam@example.org,Budget Traveler
1118,2020-05-05,3,Adventure,Bus Tour,Half party respond,Whole Day,128.65,5,14,2020-05-19,4,Travel Agency,Transaction,1118,Paul Christian,Female,Boomer,Divorced,davidrobertson@example.org,Business Traveler
1119,2020-03-28,2,Sport,Group Tour,Sea response,Personalized,156.73,6,4,2020-04-01,1,Website,Card,1119,Lucas Wright,Male,Gen X,Divorced,jack45@example.net,Luxury Seeker
1120,2020-06-28,5,Gastronomy,Bus Tour,Mind officer third service,Evening,98.28,9,27,2020-07-25,4,Travel Agency,PayPal,1120,Javier Stanley,Male,Gen Z,Widowed,adkinslauren@example.net,Solo Traveler
1121,2020-01-19,5,Gastronomy,Bus Tour,Woman add,Morning,65.42,6,2,2020-01-21,3,Partner Site,Transaction,1121,Sara Young,Female,Gen Z,Divorced,kmorris@example.com,Luxury Seeker
1122,2020-07-06,4,Spa&Relax,Walking Tour,Could thank wife,Evening,78.43,5,12,2020-07-18,1,Website,Transaction,1122,Willie Chavez,Male,Gen X,Single,amy14@example.net,Business Traveler
1123,2020-10-25,2,Sport,Walking Tour,Under front throughout,Personalized,37.02,7,8,2020-11-02,2,Mobile App,Transaction,1123,Robert Freeman,Female,Boomer,Divorced,qalvarado@example.com,Family
1124,2020-10-23,5,Gastronomy,Guided Tour,Enjoy site interview,Personalized,122.43,8,23,2020-11-15,1,Website,Card,1124,Joshua Davis,Female,Gen X,Single,hgreer@example.net,Luxury Seeker
1125,2020-10-03,6,Family,Walking Tour,Call girl,Evening,112.27,10,24,2020-10-27,1,Website,PayPal,1125,Juan Ayers,Female,Boomer,Widowed,raymondpugh@example.net,Budget Traveler
1126,2020-03-16,3,Adventure,Bus Tour,Style develop,Whole Day,170.63,3,24,2020-04-09,4,Travel Agency,Card,1126,Nicholas Gomez,Male,Gen X,Divorced,annaschmidt@example.org,Business Traveler
1127,2020-11-06,2,Sport,Bus Tour,Guy discover water,Whole Day,87.36,9,18,2020-11-24,4,Travel Agency,Card,1127,Jacqueline Garcia,Female,Gen X,Married,cynthiatrevino@example.org,Family
1128,2020-11-23,1,Culture,VIP Experience,Must western,Evening,183.75,9,22,2020-12-15,3,Partner Site,PayPal,1128,Dale Williams,Male,Boomer,Married,hphillips@example.com,Budget Traveler
1129,2020-12-13,2,Sport,Self-Guided,Life carry visit,Morning,103.24,7,22,2021-01-04,3,Partner Site,Card,1129,David Peters,Male,Millennial,Single,jason99@example.org,Family
1130,2020-01-23,5,Gastronomy,Self-Guided,Cell lose civil,Personalized,168.86,4,3,2020-01-26,4,Travel Agency,Transaction,1130,Vanessa Good,Female,Boomer,Widowed,phartman@example.com,Business Traveler
1131,2020-05-31,3,Adventure,Self-Guided,Cover strong audience white,Morning,168.07,1,11,2020-06-11,2,Mobile App,PayPal,1131,Steven Martinez,Female,Millennial,Married,jamiethomas@example.com,Solo Traveler
1132,2020-10-22,1,Culture,Bus Tour,Action bring find,Personalized,194.19,5,13,2020-11-04,4,Travel Agency,Transaction,1132,Mark Ruiz,Female,Gen Z,Married,hevans@example.net,Business Traveler
1133,2020-10-15,3,Adventure,Self-Guided,Lawyer audience without treat,Evening,141.41,6,10,2020-10-25,1,Website,Card,1133,Dillon Travis,Male,Gen X,Widowed,qmassey@example.org,Solo Traveler
1134,2020-08-31,3,Adventure,VIP Experience,International collection report,Evening,198.14,1,25,2020-09-25,4,Travel Agency,Transaction,1134,Katherine Carter,Male,Boomer,Single,davisjessica@example.net,Budget Traveler
1135,2020-12-01,2,Sport,Walking Tour,Drop sure manager,Personalized,72.08,7,7,2020-12-08,2,Mobile App,Transaction,1135,Jessica Brown,Female,Boomer,Divorced,grimesjoshua@example.net,Luxury Seeker
1136,2020-10-11,5,Gastronomy,Self-Guided,Toward policy,Morning,158.69,7,29,2020-11-09,1,Website,Transaction,1136,Michael King,Female,Boomer,Married,christopher17@example.org,Solo Traveler
1137,2020-08-15,4,Spa&Relax,Self-Guided,Determine its entire,Evening,48.25,8,25,2020-09-09,2,Mobile App,PayPal,1137,Samantha Freeman DDS,Female,Gen Z,Divorced,qobrien@example.com,Solo Traveler
1138,2020-01-17,1,Culture,Group Tour,Blue study poor better,Personalized,137.56,3,22,2020-02-08,4,Travel Agency,PayPal,1138,Vincent Allen,Male,Gen Z,Married,tochoa@example.net,Luxury Seeker
1139,2020-01-16,5,Gastronomy,Walking Tour,Positive key leave,Personalized,122.71,10,20,2020-02-05,4,Travel Agency,Card,1139,Amanda Ross,Female,Millennial,Married,bcaldwell@example.org,Business Traveler
1140,2020-08-08,1,Culture,Self-Guided,Agency watch,Whole Day,153.73,8,22,2020-08-30,4,Travel Agency,Transaction,1140,Thomas Pham,Male,Millennial,Widowed,qatkinson@example.com,Family
1141,2020-11-13,4,Spa&Relax,Bus Tour,Good whole everybody,Half Day,78.09,4,6,2020-11-19,3,Partner Site,Card,1141,Erika Lyons,Male,Millennial,Widowed,kayla23@example.net,Solo Traveler
1142,2020-10-26,5,Gastronomy,Group Tour,Possible scientist send,Half Day,163.42,4,22,2020-11-17,4,Travel Agency,Transaction,1142,Carolyn Porter,Male,Gen X,Married,cookchristina@example.net,Luxury Seeker
1143,2020-11-08,1,Culture,Walking Tour,First figure,Whole Day,142.76,8,24,2020-12-02,4,Travel Agency,Transaction,1143,Ann Sullivan,Female,Boomer,Single,wfowler@example.com,Solo Traveler
1144,2020-03-19,6,Family,VIP Experience,Task magazine,Whole Day,148.84,5,29,2020-04-17,1,Website,PayPal,1144,Jeffrey Ward,Female,Gen Z,Divorced,susanmorris@example.org,Solo Traveler
1145,2020-03-14,4,Spa&Relax,Bus Tour,Financial media politics fast,Personalized,133.27,1,12,2020-03-26,4,Travel Agency,PayPal,1145,Cassandra Montgomery,Male,Gen Z,Married,gonzalezchristopher@example.net,Family
1146,2020-12-21,1,Culture,Bus Tour,System certainly future,Half Day,85.96,10,25,2021-01-15,3,Partner Site,Card,1146,Casey Cruz,Male,Boomer,Married,christina15@example.org,Family
1147,2020-06-20,6,Family,Bus Tour,Else,Whole Day,102.48,2,11,2020-07-01,4,Travel Agency,Card,1147,Mary Hill,Female,Gen X,Divorced,swalker@example.org,Solo Traveler
1148,2020-04-05,4,Spa&Relax,Bus Tour,Key specific,Morning,122.28,6,26,2020-05-01,1,Website,Card,1148,Edward Oconnell,Male,Gen X,Single,amassey@example.net,Luxury Seeker
1149,2020-08-02,3,Adventure,Bus Tour,Court control million,Morning,75.2,6,19,2020-08-21,2,Mobile App,Transaction,1149,Kenneth Barrera,Female,Boomer,Widowed,tfrancis@example.com,Family
1150,2020-11-08,6,Family,Guided Tour,Issue hair,Half Day,129.34,3,24,2020-12-02,4,Travel Agency,PayPal,1150,Cynthia Fernandez,Male,Gen Z,Married,rubiodennis@example.net,Business Traveler
1151,2020-04-05,5,Gastronomy,Walking Tour,Often benefit true,Morning,85.55,5,5,2020-04-10,4,Travel Agency,PayPal,1151,Dr. Kimberly Garcia,Male,Gen X,Married,jenniferrobbins@example.net,Business Traveler
1152,2020-08-03,5,Gastronomy,Self-Guided,Let off,Evening,175.77,9,11,2020-08-14,4,Travel Agency,Transaction,1152,Malik Crawford,Male,Boomer,Married,kbrown@example.org,Solo Traveler
1153,2020-08-05,6,Family,Walking Tour,Next arm girl,Morning,60.47,7,1,2020-08-06,2,Mobile App,Card,1153,Brittany Fleming,Male,Gen X,Single,blevinsjoshua@example.com,Luxury Seeker
1154,2020-12-14,4,Spa&Relax,VIP Experience,Sell,Whole Day,171.2,6,16,2020-12-30,2,Mobile App,Transaction,1154,Jessica Duran,Male,Gen X,Single,valerielewis@example.com,Solo Traveler
1155,2020-04-30,5,Gastronomy,Walking Tour,Recent fight discussion,Morning,119.59,2,11,2020-05-11,1,Website,Card,1155,Katie Russell,Female,Millennial,Married,michelle90@example.net,Family
1156,2020-10-20,6,Family,Guided Tour,Onto simple audience,Half Day,144.13,3,23,2020-11-12,4,Travel Agency,Card,1156,Jason Martin,Male,Gen X,Divorced,johnguzman@example.org,Budget Traveler
1157,2020-11-20,1,Culture,Guided Tour,Ahead up,Personalized,74.5,4,24,2020-12-14,2,Mobile App,Card,1157,Evelyn Davis,Male,Boomer,Widowed,rberry@example.com,Budget Traveler
1158,2020-11-08,1,Culture,Self-Guided,High listen suggest,Whole Day,55.36,9,29,2020-12-07,1,Website,PayPal,1158,Eric Thompson,Male,Boomer,Married,fkoch@example.org,Budget Traveler
1159,2020-03-12,2,Sport,VIP Experience,Husband dinner,Evening,73.99,9,19,2020-03-31,1,Website,Transaction,1159,Miss Gina Walton,Female,Gen Z,Widowed,andrew90@example.net,Luxury Seeker
1160,2020-01-23,6,Family,VIP Experience,Believe ability world,Evening,198.6,10,26,2020-02-18,3,Partner Site,PayPal,1160,Gabriel Torres,Female,Boomer,Married,michele23@example.net,Family
1161,2020-08-29,5,Gastronomy,Self-Guided,Consider despite generation,Morning,67.56,9,16,2020-09-14,2,Mobile App,PayPal,1161,Susan Greene,Female,Gen X,Widowed,patriciamccarthy@example.org,Budget Traveler
1162,2020-07-16,1,Culture,Self-Guided,Sport knowledge,Personalized,104.69,3,16,2020-08-01,2,Mobile App,Card,1162,Taylor Beasley,Male,Boomer,Divorced,aguirrelarry@example.com,Budget Traveler
1163,2020-02-11,6,Family,Bus Tour,Raise operation cold,Personalized,168.06,8,11,2020-02-22,2,Mobile App,Card,1163,Corey Moore,Male,Millennial,Divorced,sharon86@example.com,Business Traveler
1164,2020-02-15,5,Gastronomy,Group Tour,Assume east center,Whole Day,143.25,5,11,2020-02-26,2,Mobile App,Transaction,1164,Katherine Bauer,Male,Gen X,Married,howardsabrina@example.com,Luxury Seeker
1165,2020-11-10,2,Sport,Guided Tour,Better mind professional fly,Personalized,139.27,7,26,2020-12-06,3,Partner Site,Transaction,1165,Laura Patel,Female,Boomer,Divorced,psherman@example.org,Luxury Seeker
1166,2020-04-19,3,Adventure,Self-Guided,Career shake fall,Half Day,75.12,5,16,2020-05-05,3,Partner Site,Transaction,1166,Jennifer Bennett,Female,Boomer,Divorced,gjohnson@example.com,Solo Traveler
1167,2020-08-05,4,Spa&Relax,Walking Tour,Participant fill yeah,Evening,29.96,10,13,2020-08-18,4,Travel Agency,PayPal,1167,Patricia Hale,Male,Boomer,Divorced,lopezchristopher@example.net,Budget Traveler
1168,2020-10-17,6,Family,Bus Tour,Myself political school,Morning,73.06,4,7,2020-10-24,3,Partner Site,Card,1168,Amber Turner,Female,Boomer,Widowed,michaelmedina@example.net,Family
1169,2020-12-05,6,Family,Guided Tour,School model condition,Half Day,131.16,9,18,2020-12-23,4,Travel Agency,PayPal,1169,Michael Lozano,Male,Gen Z,Married,bryantjacob@example.org,Luxury Seeker
1170,2020-10-03,4,Spa&Relax,Bus Tour,Authority data deal,Personalized,104.58,6,24,2020-10-27,1,Website,Transaction,1170,Alexis Weeks,Female,Boomer,Married,rachelwilson@example.com,Family
1171,2020-01-02,4,Spa&Relax,Walking Tour,Process trip,Whole Day,30.1,10,19,2020-01-21,3,Partner Site,PayPal,1171,Christopher Price,Female,Boomer,Divorced,nathanmonroe@example.org,Budget Traveler
1172,2020-03-01,6,Family,Walking Tour,Out perform,Morning,195.89,8,5,2020-03-06,4,Travel Agency,Card,1172,Thomas Becker,Male,Gen X,Married,jamie46@example.net,Business Traveler
1173,2020-01-04,2,Sport,Self-Guided,Statement help successful,Personalized,118.39,2,15,2020-01-19,3,Partner Site,Transaction,1173,Richard King,Female,Gen Z,Married,simsrandall@example.net,Budget Traveler
1174,2020-10-24,3,Adventure,Group Tour,Can ready audience,Half Day,53.15,6,28,2020-11-21,4,Travel Agency,Card,1174,Christopher Moody,Female,Gen X,Divorced,whitemark@example.net,Luxury Seeker
1175,2020-04-09,5,Gastronomy,Bus Tour,Expect expert talk,Whole Day,45.25,5,9,2020-04-18,4,Travel Agency,PayPal,1175,Philip Foster,Female,Boomer,Single,stephaniepeters@example.com,Business Traveler
1176,2020-03-18,5,Gastronomy,Self-Guided,Million along,Whole Day,121.83,1,30,2020-04-17,1,Website,Transaction,1176,Brian Johnson,Female,Boomer,Divorced,wlopez@example.net,Business Traveler
1177,2020-11-09,1,Culture,Bus Tour,Drop past,Whole Day,121.76,6,21,2020-11-30,1,Website,Transaction,1177,Charles Harper,Male,Gen Z,Widowed,bateswilliam@example.org,Business Traveler
1178,2020-10-25,1,Culture,Bus Tour,Right analysis,Evening,167.2,4,25,2020-11-19,4,Travel Agency,PayPal,1178,Christian Villarreal,Male,Gen X,Single,sandra57@example.org,Luxury Seeker
1179,2020-12-16,4,Spa&Relax,VIP Experience,Hospital check,Evening,180.09,10,11,2020-12-27,4,Travel Agency,Transaction,1179,Arthur White,Female,Gen Z,Widowed,matthewgriffith@example.org,Budget Traveler
1180,2020-12-04,3,Adventure,Group Tour,Attorney early more,Half Day,66.59,1,8,2020-12-12,2,Mobile App,Transaction,1180,Briana Brandt,Female,Boomer,Married,rodriguezcameron@example.net,Business Traveler
1181,2020-07-26,6,Family,VIP Experience,Present,Half Day,53.99,6,29,2020-08-24,2,Mobile App,Card,1181,Misty Morris,Female,Millennial,Single,thomasdale@example.org,Budget Traveler
1182,2020-01-03,1,Culture,Guided Tour,About around hold,Personalized,82.73,9,20,2020-01-23,1,Website,PayPal,1182,Shannon Gill,Female,Millennial,Married,elliottcharles@example.net,Luxury Seeker
1183,2020-11-16,4,Spa&Relax,Self-Guided,Visit population executive,Half Day,188.53,5,6,2020-11-22,2,Mobile App,PayPal,1183,Joanna Adkins,Male,Millennial,Widowed,wsalazar@example.net,Budget Traveler
1184,2020-06-25,4,Spa&Relax,Bus Tour,Try check movie,Half Day,88.47,7,1,2020-06-26,4,Travel Agency,PayPal,1184,Charles Walsh,Female,Millennial,Married,sylviaprice@example.com,Solo Traveler
1185,2020-12-08,1,Culture,Walking Tour,Happy again,Half Day,111.21,10,27,2021-01-04,1,Website,Card,1185,Brianna Stevens,Male,Gen Z,Widowed,vanessamartinez@example.net,Business Traveler
1186,2020-05-17,3,Adventure,Group Tour,Walk inside,Half Day,57.86,6,24,2020-06-10,1,Website,Transaction,1186,Nicholas Wallace,Female,Boomer,Divorced,vford@example.com,Business Traveler
1187,2020-09-15,1,Culture,Walking Tour,Card morning early,Evening,164.61,2,15,2020-09-30,4,Travel Agency,Card,1187,Laura Gould,Female,Gen X,Divorced,rachel86@example.com,Budget Traveler
1188,2020-09-07,6,Family,Self-Guided,Degree center,Half Day,199.95,7,28,2020-10-05,1,Website,Transaction,1188,Matthew Evans,Female,Boomer,Single,nwilliams@example.com,Family
1189,2020-08-02,2,Sport,Guided Tour,Process view,Half Day,121.62,6,2,2020-08-04,2,Mobile App,Transaction,1189,Tony Johnson,Male,Millennial,Widowed,paulestrada@example.com,Budget Traveler
1190,2020-10-16,2,Sport,Bus Tour,Shoulder political offer,Morning,86.91,1,20,2020-11-05,4,Travel Agency,Card,1190,Brittany Stewart,Female,Millennial,Married,mirandaanderson@example.com,Business Traveler
1191,2020-05-02,6,Family,Guided Tour,Usually partner same then,Morning,178.23,3,24,2020-05-26,1,Website,Card,1191,Rachel Miller,Male,Boomer,Married,moramolly@example.com,Family
1192,2020-11-27,3,Adventure,Self-Guided,Finish top,Personalized,77.79,7,21,2020-12-18,1,Website,PayPal,1192,Chris Lewis,Male,Boomer,Single,coxregina@example.net,Luxury Seeker
1193,2020-12-17,5,Gastronomy,Group Tour,Little region face,Personalized,150.05,7,2,2020-12-19,2,Mobile App,Card,1193,Justin Lester,Male,Gen Z,Divorced,frankwilson@example.net,Luxury Seeker
1194,2020-06-08,1,Culture,Walking Tour,No pick,Evening,103.6,2,14,2020-06-22,4,Travel Agency,Transaction,1194,Diana Charles,Female,Millennial,Single,theresabeck@example.org,Family
1195,2020-12-19,3,Adventure,Guided Tour,Best always they,Morning,138.15,8,16,2021-01-04,3,Partner Site,Transaction,1195,John Wang,Male,Boomer,Widowed,sarah99@example.org,Business Traveler
1196,2020-06-22,2,Sport,VIP Experience,Million,Half Day,164.98,4,5,2020-06-27,2,Mobile App,Card,1196,Lacey Blackwell,Male,Gen Z,Widowed,tannercasey@example.org,Family
1197,2020-08-30,2,Sport,Guided Tour,Quality true,Morning,53.23,10,4,2020-09-03,3,Partner Site,PayPal,1197,Timothy Horne,Female,Gen X,Married,suzanneflores@example.net,Family
1198,2020-11-03,6,Family,Guided Tour,Great worker,Personalized,152.55,7,12,2020-11-15,1,Website,Transaction,1198,Marco Garza DVM,Female,Gen Z,Married,melissa38@example.com,Luxury Seeker
1199,2020-07-21,6,Family,Walking Tour,Might,Half Day,49.14,1,5,2020-07-26,3,Partner Site,Card,1199,Christopher Banks,Female,Boomer,Divorced,jose65@example.org,Luxury Seeker
1200,2020-04-15,4,Spa&Relax,Guided Tour,Process four all,Evening,131.84,10,13,2020-04-28,4,Travel Agency,Card,1200,Tammy Smith,Female,Gen X,Divorced,turnerjames@example.com,Luxury Seeker
1201,2020-05-27,4,Spa&Relax,VIP Experience,Along public recent,Evening,139.38,5,11,2020-06-07,3,Partner Site,Transaction,1201,Robert Nash,Female,Gen Z,Divorced,vrussell@example.org,Solo Traveler
1202,2020-05-14,2,Sport,Walking Tour,Need major,Half Day,195.52,1,18,2020-06-01,1,Website,Card,1202,Thomas Sellers,Female,Millennial,Divorced,trujillorobin@example.net,Family
1203,2020-12-13,5,Gastronomy,Walking Tour,Age campaign,Personalized,52.87,8,14,2020-12-27,2,Mobile App,Card,1203,Dana Thompson,Male,Gen Z,Married,moorelaurie@example.org,Family
1204,2020-12-01,2,Sport,VIP Experience,Act add,Personalized,114.51,9,20,2020-12-21,3,Partner Site,Transaction,1204,Sheila Williamson,Male,Millennial,Divorced,brandisheppard@example.com,Luxury Seeker
1205,2020-09-02,2,Sport,Bus Tour,Skill black business,Personalized,60.73,2,22,2020-09-24,2,Mobile App,Transaction,1205,Christina Reese,Female,Millennial,Divorced,lopezjennifer@example.org,Budget Traveler
1206,2020-01-02,4,Spa&Relax,VIP Experience,Social do anyone,Evening,180.87,7,10,2020-01-12,4,Travel Agency,PayPal,1206,Frank Moreno,Male,Gen X,Single,troth@example.com,Budget Traveler
1207,2020-08-23,5,Gastronomy,Bus Tour,Light rule,Morning,57.58,5,23,2020-09-15,1,Website,Card,1207,Shannon Ramos,Female,Millennial,Married,millerterri@example.com,Solo Traveler
1208,2020-02-25,2,Sport,Group Tour,Offer country buy,Half Day,136.3,3,25,2020-03-21,4,Travel Agency,Transaction,1208,Chelsea Allison,Male,Millennial,Divorced,franciscoreid@example.net,Budget Traveler
1209,2020-04-25,2,Sport,Group Tour,Include political design economy,Whole Day,150.68,4,9,2020-05-04,2,Mobile App,Card,1209,David Smith,Female,Millennial,Divorced,juan21@example.org,Family
1210,2020-01-25,1,Culture,VIP Experience,General run people,Morning,114.36,1,21,2020-02-15,4,Travel Agency,Card,1210,Angela Duran,Female,Gen X,Single,vsmith@example.net,Business Traveler
1211,2020-02-04,2,Sport,Walking Tour,Open trouble guess,Morning,177.54,10,15,2020-02-19,1,Website,PayPal,1211,Megan Jones,Female,Gen Z,Widowed,jessica57@example.com,Solo Traveler
1212,2020-10-15,6,Family,Bus Tour,Have feel major,Evening,156.52,10,6,2020-10-21,2,Mobile App,Transaction,1212,Natasha Perez,Male,Gen Z,Divorced,bradgomez@example.com,Luxury Seeker
1213,2020-12-07,6,Family,Group Tour,Food someone war,Evening,30.2,8,27,2021-01-03,1,Website,PayPal,1213,Sean Marshall,Female,Gen X,Divorced,douglaschristensen@example.com,Solo Traveler
1214,2020-01-10,1,Culture,Walking Tour,Small high,Whole Day,148.36,5,12,2020-01-22,4,Travel Agency,Card,1214,Brittany Diaz,Female,Millennial,Widowed,qmoody@example.org,Family
1215,2020-02-28,6,Family,Group Tour,Watch describe administration line,Personalized,129.2,2,25,2020-03-24,4,Travel Agency,Transaction,1215,Craig Crawford,Female,Gen Z,Single,kevinmoses@example.net,Business Traveler
1216,2020-04-17,1,Culture,Walking Tour,Couple parent,Half Day,84.93,2,19,2020-05-06,4,Travel Agency,PayPal,1216,Mr. Samuel Freeman DDS,Male,Gen X,Widowed,suzanne15@example.net,Solo Traveler
1217,2020-07-04,5,Gastronomy,Walking Tour,Eye dog wall sound,Evening,166.37,10,28,2020-08-01,4,Travel Agency,Transaction,1217,Adam Parker,Male,Millennial,Married,matthewcollins@example.net,Budget Traveler
1218,2020-06-15,3,Adventure,Group Tour,Business can example right,Whole Day,151.23,6,4,2020-06-19,3,Partner Site,PayPal,1218,Sharon Wood,Female,Gen X,Married,cbrown@example.com,Family
1219,2020-06-10,1,Culture,Self-Guided,Decide for,Evening,145.84,8,26,2020-07-06,3,Partner Site,Card,1219,Shane Edwards,Male,Gen X,Widowed,jbuchanan@example.com,Family
1220,2020-08-12,4,Spa&Relax,Walking Tour,Recognize top whole,Morning,83.32,3,28,2020-09-09,2,Mobile App,PayPal,1220,Laura Pruitt,Female,Gen Z,Single,lisawright@example.net,Solo Traveler
1221,2020-07-01,4,Spa&Relax,Bus Tour,Form,Half Day,156.18,6,20,2020-07-21,2,Mobile App,PayPal,1221,Anna Christensen,Female,Gen X,Divorced,christopher77@example.net,Solo Traveler
1222,2020-12-15,2,Sport,Guided Tour,At hope,Morning,22.87,6,25,2021-01-09,2,Mobile App,Transaction,1222,Randy Joseph,Female,Gen X,Married,melanie07@example.org,Solo Traveler
1223,2020-03-27,1,Culture,Guided Tour,Generation,Whole Day,36.3,10,23,2020-04-19,4,Travel Agency,PayPal,1223,Marc Hoffman,Male,Gen X,Divorced,sue75@example.net,Solo Traveler
1224,2020-12-09,4,Spa&Relax,Walking Tour,Customer specific could,Morning,130.42,3,30,2021-01-08,1,Website,PayPal,1224,Lisa Phillips,Male,Boomer,Single,mossjames@example.net,Luxury Seeker
1225,2020-04-19,6,Family,Self-Guided,So institution,Whole Day,109.01,9,5,2020-04-24,2,Mobile App,Card,1225,Alexandra Green,Male,Boomer,Married,kennethjohnson@example.net,Luxury Seeker
1226,2020-10-23,2,Sport,Walking Tour,Bad let travel,Personalized,106.99,1,10,2020-11-02,4,Travel Agency,PayPal,1226,Mario Peters,Male,Boomer,Married,gblake@example.com,Business Traveler
1227,2020-06-26,6,Family,VIP Experience,Cup paper,Evening,154.42,10,13,2020-07-09,3,Partner Site,PayPal,1227,Kevin Morris,Female,Gen X,Divorced,martinezmindy@example.net,Luxury Seeker
1228,2020-07-04,3,Adventure,Walking Tour,Center story heart,Half Day,77.9,6,18,2020-07-22,2,Mobile App,Transaction,1228,Jeffrey Nguyen,Male,Gen Z,Widowed,markhuff@example.org,Business Traveler
1229,2020-09-06,5,Gastronomy,Guided Tour,Food series,Morning,149.16,6,4,2020-09-10,2,Mobile App,PayPal,1229,Jorge Sharp,Female,Gen Z,Widowed,tylermcintosh@example.org,Business Traveler
1230,2020-02-28,5,Gastronomy,Group Tour,Mission vote,Whole Day,191.57,8,16,2020-03-15,2,Mobile App,Card,1230,Paul Compton,Female,Gen Z,Divorced,christopher51@example.com,Solo Traveler
