Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
1079,2024-12-02,6,Family,VIP Experience,Talk including also very,Half Day,48.91,5,9,2024-12-11,1,Website,Transaction,1079,Dustin Banks,Female,Boomer,Divorced,hannah71@example.com,Budget Traveler
1080,2024-12-28,6,Family,Guided Tour,Simply off couple wall,Morning,174.33,9,27,2025-01-24,2,Travel Agency,Card,1080,Courtney Small,Female,Boomer,Married,nrodriguez@example.net,Budget Traveler
1081,2024-07-30,2,Sport,Self-Guided,Yes common,Morning,26.6,5,21,2024-08-20,4,Website,PayPal,1081,Scott Richardson,Female,Gen Z,Married,cole90@example.com,Family
1082,2024-10-15,6,Family,VIP Experience,Still yes,Half Day,189.4,3,29,2024-11-13,3,Website,Card,1082,Shane Smith,Female,Gen X,Married,kim58@example.org,Business Traveler
1083,2024-07-25,3,Adventure,Guided Tour,Gun throw race,Whole Day,93.07,10,2,2024-07-27,1,Website,Transaction,1083,Robin Thomas,Female,Millennial,Single,lanejames@example.org,Family
1084,2024-10-31,5,Gastronomy,Walking Tour,Across degree whatever,Personalized,113.6,8,18,2024-11-18,4,Mobile App,PayPal,1084,Vanessa Meyers,Male,Boomer,Single,eugenewalker@example.com,Family
1085,2024-06-11,5,Gastronomy,Walking Tour,Leave reduce save,Half Day,127.31,4,24,2024-07-05,2,Partner Site,Card,1085,Kaitlyn Williams,Female,Gen Z,Divorced,isaiahreed@example.org,Luxury Seeker
1086,2024-02-05,5,Gastronomy,Self-Guided,Concern can understand,Morning,64.48,5,30,2024-03-06,2,Mobile App,Transaction,1086,Martha Bruce,Male,Boomer,Divorced,christinaking@example.net,Business Traveler
1087,2024-06-17,6,Family,VIP Experience,Decade pull writer,Half Day,66.85,2,6,2024-06-23,4,Website,PayPal,1087,Carolyn Gibson,Female,Millennial,Divorced,woodbrittney@example.net,Budget Traveler
1088,2024-02-15,2,Sport,VIP Experience,Positive fall,Whole Day,100.42,6,6,2024-02-21,3,Mobile App,Card,1088,Ann Dixon,Male,Gen X,Divorced,bassjacqueline@example.org,Family
1089,2024-09-12,1,Culture,Walking Tour,Time pick debate,Morning,199.52,3,21,2024-10-03,3,Travel Agency,Card,1089,Joseph Johnston,Female,Gen X,Single,nmoore@example.com,Luxury Seeker
1090,2024-08-12,2,Sport,VIP Experience,Place view system,Half Day,26.43,3,11,2024-08-23,2,Partner Site,PayPal,1090,Erica Lopez,Female,Gen X,Widowed,michael38@example.net,Solo Traveler
1091,2024-11-12,3,Adventure,VIP Experience,Open we whatever,Morning,126.34,10,15,2024-11-27,2,Mobile App,Transaction,1091,Rose Hicks,Male,Boomer,Divorced,piercesean@example.org,Business Traveler
1092,2024-06-21,3,Adventure,Self-Guided,Travel future strong we,Evening,127.44,8,10,2024-07-01,2,Website,Card,1092,Michelle Frey,Female,Millennial,Married,petersonjeremy@example.net,Luxury Seeker
1093,2024-11-24,3,Adventure,VIP Experience,Along history or,Whole Day,58.89,7,15,2024-12-09,3,Website,PayPal,1093,Jason Parker,Female,Gen Z,Divorced,ugarcia@example.com,Business Traveler
1094,2024-03-27,1,Culture,Guided Tour,Mission world decade,Personalized,163.39,5,14,2024-04-10,2,Mobile App,PayPal,1094,Elizabeth Mack,Female,Boomer,Single,iirwin@example.com,Luxury Seeker
1095,2024-01-05,5,Gastronomy,Bus Tour,Policy,Evening,85.22,10,27,2024-02-01,2,Travel Agency,Card,1095,Joseph Ibarra,Male,Millennial,Widowed,normanmatthew@example.org,Luxury Seeker
1096,2024-07-26,2,Sport,VIP Experience,Partner hard my,Morning,117.07,5,11,2024-08-06,1,Mobile App,Card,1096,Heather Sanchez MD,Female,Boomer,Divorced,parkbrittany@example.net,Luxury Seeker
1097,2024-04-26,1,Culture,Walking Tour,Case whatever remember,Half Day,157.3,10,15,2024-05-11,3,Mobile App,Card,1097,Allison Moran,Female,Gen Z,Divorced,craig03@example.net,Luxury Seeker
1098,2024-01-28,2,Sport,Group Tour,Defense medical raise,Personalized,79.24,1,30,2024-02-27,4,Partner Site,Transaction,1098,Lisa Faulkner,Female,Boomer,Married,bryan11@example.net,Business Traveler
1099,2024-11-18,5,Gastronomy,Self-Guided,Well vote sound,Morning,159.42,7,30,2024-12-18,3,Partner Site,Transaction,1099,Jimmy Powers,Male,Millennial,Widowed,nsmith@example.net,Business Traveler
1100,2024-11-03,5,Gastronomy,Walking Tour,Son word base,Personalized,72.59,1,6,2024-11-09,1,Mobile App,Card,1100,Ryan Shepherd,Female,Gen X,Widowed,busheric@example.com,Business Traveler
1101,2024-09-30,3,Adventure,Guided Tour,His,Half Day,151.29,9,17,2024-10-17,3,Mobile App,PayPal,1101,Joseph Schultz,Female,Boomer,Married,tylermahoney@example.net,Business Traveler
1102,2024-02-01,5,Gastronomy,Self-Guided,History method fact,Half Day,139.43,8,20,2024-02-21,3,Website,Transaction,1102,Leslie Jordan,Female,Boomer,Widowed,stevengarrett@example.com,Family
1103,2024-06-22,2,Sport,Group Tour,Television address garden,Morning,51.44,9,10,2024-07-02,1,Travel Agency,Card,1103,Robert Carr,Male,Millennial,Married,rbailey@example.org,Family
1104,2024-11-26,6,Family,VIP Experience,Road Congress,Evening,49.29,3,16,2024-12-12,1,Website,Transaction,1104,Emma Newton,Female,Boomer,Divorced,wbrown@example.net,Business Traveler
1105,2024-01-06,3,Adventure,Walking Tour,Organization nor,Half Day,33.29,4,1,2024-01-07,2,Mobile App,Card,1105,Jenna Lee,Male,Gen Z,Single,gsmith@example.org,Budget Traveler
1106,2024-04-17,6,Family,Group Tour,Cover apply difficult,Half Day,156.49,3,15,2024-05-02,3,Partner Site,PayPal,1106,Tiffany Hunt,Female,Gen X,Divorced,ttorres@example.com,Family
1107,2024-12-18,4,Spa&Relax,Group Tour,Among laugh,Morning,126.5,8,17,2025-01-04,1,Website,Transaction,1107,Dylan Perez,Female,Gen Z,Married,carlsoneric@example.net,Family
1108,2024-12-18,6,Family,Group Tour,Fish year,Whole Day,101.45,6,29,2025-01-16,4,Partner Site,PayPal,1108,Travis Goodwin,Male,Boomer,Married,bgonzalez@example.org,Family
1109,2024-01-21,5,Gastronomy,Guided Tour,Space reason nature,Evening,25.59,6,12,2024-02-02,1,Partner Site,Transaction,1109,Jason Allen,Female,Gen Z,Single,joseph45@example.org,Luxury Seeker
1110,2024-11-26,2,Sport,Bus Tour,Process special after,Personalized,24.87,4,28,2024-12-24,2,Partner Site,Transaction,1110,Jesse Hill,Male,Gen X,Divorced,eweber@example.com,Business Traveler
1111,2024-10-08,3,Adventure,Bus Tour,According something pretty,Morning,125.39,5,24,2024-11-01,1,Travel Agency,Transaction,1111,Tiffany Ibarra,Male,Gen X,Divorced,tammydurham@example.net,Luxury Seeker
1112,2024-11-13,1,Culture,Self-Guided,Few guy,Personalized,194.92,4,30,2024-12-13,3,Travel Agency,PayPal,1112,Howard Walters,Female,Gen Z,Married,grahambriana@example.com,Family
1113,2024-06-07,4,Spa&Relax,Group Tour,Common evening,Morning,98.13,6,26,2024-07-03,1,Website,PayPal,1113,Michelle Hamilton,Male,Boomer,Single,jenningskathryn@example.net,Luxury Seeker
1114,2024-05-18,1,Culture,Walking Tour,Hour court,Morning,37.15,2,28,2024-06-15,4,Mobile App,PayPal,1114,Ryan Lawrence,Female,Millennial,Single,qcampbell@example.net,Business Traveler
1115,2024-04-18,5,Gastronomy,Self-Guided,Institution power study,Morning,130.89,5,5,2024-04-23,1,Partner Site,Card,1115,Peter Small,Male,Gen X,Married,antoniobell@example.com,Family
1116,2024-01-04,3,Adventure,VIP Experience,Especially energy indicate,Half Day,48.32,9,23,2024-01-27,3,Mobile App,PayPal,1116,Patricia Mitchell,Male,Millennial,Divorced,nmaddox@example.net,Family
1117,2024-01-31,4,Spa&Relax,Guided Tour,For turn,Whole Day,28.02,1,23,2024-02-23,2,Website,PayPal,1117,Jessica Newton,Female,Gen Z,Widowed,rmclaughlin@example.org,Solo Traveler
1118,2024-03-07,3,Adventure,VIP Experience,Building half,Morning,97.46,9,15,2024-03-22,3,Travel Agency,Transaction,1118,Jose Bradley,Male,Millennial,Divorced,twilliams@example.net,Solo Traveler
1119,2024-07-12,2,Sport,VIP Experience,Near pay bit,Personalized,81.81,6,6,2024-07-18,2,Website,PayPal,1119,Christine Smith,Female,Millennial,Widowed,melanie03@example.org,Solo Traveler
1120,2024-10-19,6,Family,Walking Tour,Dog fill,Half Day,120.01,1,29,2024-11-17,2,Partner Site,Card,1120,Denise Curtis,Female,Gen Z,Single,qsingleton@example.net,Business Traveler
1121,2024-08-20,1,Culture,Self-Guided,Society sing second,Evening,160.29,1,4,2024-08-24,2,Travel Agency,Card,1121,Nicholas Jones,Female,Millennial,Single,karla91@example.org,Family
1122,2024-08-12,5,Gastronomy,Self-Guided,Group,Morning,36.85,4,14,2024-08-26,4,Travel Agency,PayPal,1122,Jesse Rodriguez,Female,Millennial,Divorced,wroberson@example.com,Family
1123,2024-07-18,5,Gastronomy,Bus Tour,Play their,Evening,48.26,1,27,2024-08-14,4,Travel Agency,PayPal,1123,Alicia Marshall,Female,Boomer,Married,stephaniecarlson@example.net,Solo Traveler
1124,2024-01-29,4,Spa&Relax,Bus Tour,Speak over,Evening,154.54,8,24,2024-02-22,1,Partner Site,PayPal,1124,Michael Coleman,Male,Gen Z,Widowed,ilopez@example.com,Solo Traveler
1125,2024-07-27,2,Sport,Bus Tour,Kind beat,Half Day,21.02,9,25,2024-08-21,4,Website,Card,1125,Amanda Horton,Male,Millennial,Single,april51@example.org,Business Traveler
1126,2024-06-10,6,Family,Bus Tour,Audience my,Whole Day,177.52,5,11,2024-06-21,4,Partner Site,Transaction,1126,Ryan Smith,Female,Boomer,Divorced,karenhall@example.com,Luxury Seeker
1127,2024-02-27,1,Culture,Self-Guided,Somebody detail,Evening,99.08,6,20,2024-03-18,1,Mobile App,Card,1127,Jonathan Cardenas,Male,Millennial,Single,gibsonvictoria@example.org,Solo Traveler
1128,2024-11-27,5,Gastronomy,Bus Tour,True exist set,Half Day,33.42,8,28,2024-12-25,2,Mobile App,PayPal,1128,Julia Peterson,Male,Gen X,Single,teresa60@example.net,Luxury Seeker
1129,2024-12-25,4,Spa&Relax,Walking Tour,So analysis trial sort,Personalized,131.04,8,2,2024-12-27,2,Mobile App,Card,1129,Angela Larsen,Female,Gen X,Married,jennifer82@example.net,Family
1130,2024-09-09,3,Adventure,Walking Tour,Image church on,Half Day,70.87,4,2,2024-09-11,1,Partner Site,Transaction,1130,Alyssa Wilson,Female,Millennial,Divorced,xmartinez@example.com,Family
1131,2024-10-19,3,Adventure,VIP Experience,Once reason allow,Whole Day,192.29,9,12,2024-10-31,1,Partner Site,Transaction,1131,Vincent Underwood,Male,Gen X,Single,bestkelly@example.com,Budget Traveler
1132,2024-09-10,1,Culture,Group Tour,During kitchen think,Whole Day,146.06,3,20,2024-09-30,1,Partner Site,Card,1132,Evan Valentine,Female,Gen X,Single,diazleslie@example.org,Solo Traveler
1133,2024-07-21,6,Family,Bus Tour,One able memory,Whole Day,26.35,9,30,2024-08-20,4,Mobile App,Transaction,1133,Christopher Hill,Male,Millennial,Single,hmcgrath@example.com,Family
1134,2024-07-18,5,Gastronomy,Walking Tour,Use close reflect require,Personalized,76.15,5,5,2024-07-23,3,Travel Agency,Transaction,1134,Bobby Rowland,Female,Gen X,Married,joy39@example.org,Family
1135,2024-09-03,6,Family,Self-Guided,What same glass,Whole Day,164.33,1,12,2024-09-15,2,Mobile App,Transaction,1135,Joel Wilson,Male,Millennial,Widowed,moonrachel@example.org,Luxury Seeker
1136,2024-12-09,3,Adventure,Walking Tour,Small small certain,Morning,197.45,1,17,2024-12-26,4,Travel Agency,PayPal,1136,Timothy Newman,Female,Gen Z,Married,jacob21@example.com,Solo Traveler
1137,2024-01-06,4,Spa&Relax,Group Tour,Make hold,Whole Day,84.66,7,7,2024-01-13,2,Travel Agency,Transaction,1137,Eric Campbell,Female,Gen X,Widowed,martinezmark@example.net,Solo Traveler
1138,2024-12-27,4,Spa&Relax,Guided Tour,By center meeting window,Evening,126.6,3,15,2025-01-11,4,Travel Agency,PayPal,1138,James Johnson,Male,Boomer,Widowed,carrie03@example.org,Luxury Seeker
1139,2024-01-24,4,Spa&Relax,VIP Experience,Particular Democrat job,Half Day,73.81,7,5,2024-01-29,3,Mobile App,Card,1139,Garrett Mendez,Male,Millennial,Married,qsimmons@example.com,Luxury Seeker
1140,2024-02-22,3,Adventure,Walking Tour,Easy war important,Half Day,153.43,6,9,2024-03-02,3,Partner Site,PayPal,1140,Christopher Liu,Female,Boomer,Married,alberthamilton@example.net,Solo Traveler
1141,2024-10-14,1,Culture,Self-Guided,Yard its,Whole Day,143.89,8,5,2024-10-19,4,Mobile App,Transaction,1141,Catherine Payne,Male,Gen Z,Widowed,watsonsabrina@example.com,Solo Traveler
1142,2024-01-10,1,Culture,Self-Guided,Family husband,Personalized,167.82,6,28,2024-02-07,3,Travel Agency,Transaction,1142,Shawn Garrett,Female,Boomer,Married,hortonjill@example.com,Solo Traveler
1143,2024-06-11,4,Spa&Relax,Walking Tour,Player particularly top,Evening,119.11,5,12,2024-06-23,1,Mobile App,Card,1143,Sarah Myers,Female,Gen Z,Divorced,derrick96@example.com,Budget Traveler
1144,2024-02-04,1,Culture,VIP Experience,Fact purpose when,Morning,181.35,1,9,2024-02-13,3,Partner Site,Card,1144,Sara Stevens DDS,Male,Gen X,Widowed,huffcarla@example.org,Budget Traveler
1145,2024-12-06,3,Adventure,Self-Guided,Senior several heavy,Half Day,145.17,3,3,2024-12-09,3,Website,Transaction,1145,Christian Anderson,Female,Millennial,Divorced,jennifer15@example.net,Luxury Seeker
1146,2024-04-06,5,Gastronomy,Group Tour,Sport tree word,Whole Day,85.78,6,27,2024-05-03,4,Travel Agency,Transaction,1146,Brianna Gonzalez,Male,Boomer,Divorced,anthonylauren@example.org,Budget Traveler
1147,2024-11-04,5,Gastronomy,Bus Tour,Scene western computer,Whole Day,183.71,3,22,2024-11-26,2,Website,PayPal,1147,Todd Herrera,Male,Boomer,Single,hmiller@example.com,Business Traveler
1148,2024-05-20,4,Spa&Relax,Walking Tour,Knowledge father,Evening,169.34,3,9,2024-05-29,3,Mobile App,Transaction,1148,Vickie Walker,Male,Boomer,Divorced,bramirez@example.com,Budget Traveler
1149,2024-11-03,3,Adventure,VIP Experience,Economy behind,Morning,114.64,8,22,2024-11-25,1,Partner Site,Transaction,1149,Mr. John Davis,Male,Millennial,Single,baileyjessica@example.org,Luxury Seeker
1150,2024-09-06,3,Adventure,Bus Tour,Doctor eight,Half Day,80.53,9,24,2024-09-30,1,Website,Transaction,1150,Dalton Gardner,Male,Gen X,Single,scott39@example.com,Family
1151,2024-11-29,6,Family,Self-Guided,Sign tough,Half Day,75.33,6,30,2024-12-29,1,Mobile App,Transaction,1151,Heather Greer,Male,Boomer,Widowed,lisa06@example.org,Luxury Seeker
1152,2024-10-22,6,Family,Guided Tour,Federal recognize,Morning,120.7,8,18,2024-11-09,4,Website,Card,1152,Heather Kim,Male,Gen X,Married,kimberly12@example.com,Luxury Seeker
1153,2024-02-12,5,Gastronomy,VIP Experience,Scene lawyer sit,Personalized,37.05,10,2,2024-02-14,3,Travel Agency,Transaction,1153,Janice Allen,Male,Millennial,Widowed,melvin96@example.com,Budget Traveler
1154,2024-02-18,4,Spa&Relax,Walking Tour,Save international still language,Personalized,97.53,6,25,2024-03-14,3,Travel Agency,Card,1154,Eric Cole,Male,Millennial,Widowed,marcjohnson@example.org,Luxury Seeker
1155,2024-02-18,4,Spa&Relax,Bus Tour,Receive decade allow,Personalized,93.44,7,19,2024-03-08,2,Travel Agency,Card,1155,Christine Cross,Male,Gen Z,Divorced,charlestaylor@example.com,Business Traveler
1156,2024-02-18,2,Sport,Self-Guided,Foot skin,Evening,131.25,9,28,2024-03-17,3,Website,Transaction,1156,Brittany Mendoza,Female,Millennial,Widowed,blackburnrobert@example.org,Family
1157,2024-02-27,3,Adventure,Group Tour,Season inside father,Half Day,112.23,5,12,2024-03-10,1,Partner Site,Card,1157,Mary Hawkins,Male,Millennial,Widowed,awalter@example.org,Family
1158,2024-04-27,5,Gastronomy,VIP Experience,Indicate seem blood,Half Day,101.27,7,19,2024-05-16,3,Travel Agency,PayPal,1158,Lisa Gomez,Female,Gen X,Married,anthonybell@example.com,Budget Traveler
1159,2024-01-08,5,Gastronomy,Guided Tour,Heavy day,Morning,53.28,8,1,2024-01-09,1,Mobile App,PayPal,1159,Susan Simmons,Female,Boomer,Divorced,michele13@example.net,Family
1160,2024-05-23,2,Sport,Walking Tour,Sound response,Half Day,120.68,9,25,2024-06-17,2,Website,PayPal,1160,Gina Walter,Female,Boomer,Single,ufletcher@example.com,Budget Traveler
1161,2024-07-14,1,Culture,VIP Experience,Pressure factor,Whole Day,92.09,1,10,2024-07-24,4,Partner Site,Transaction,1161,Wayne Hardy,Male,Boomer,Divorced,camachocynthia@example.com,Budget Traveler
1162,2024-07-04,3,Adventure,Walking Tour,Return seven,Whole Day,154.26,5,11,2024-07-15,3,Partner Site,Transaction,1162,Amy Kidd,Female,Millennial,Divorced,singhsean@example.org,Solo Traveler
1163,2024-02-16,2,Sport,Self-Guided,Talk move nothing husband,Evening,121.07,3,17,2024-03-04,3,Partner Site,Card,1163,Kristen Reeves,Female,Gen X,Single,snowdonald@example.net,Solo Traveler
1164,2024-03-29,4,Spa&Relax,Group Tour,Eat thing,Half Day,163.08,1,15,2024-04-13,4,Partner Site,PayPal,1164,Charles Tran,Female,Boomer,Married,ortegachad@example.org,Solo Traveler
1165,2024-08-27,3,Adventure,Bus Tour,None,Whole Day,96.33,10,7,2024-09-03,1,Website,Transaction,1165,Kyle Davidson,Female,Boomer,Widowed,bmiller@example.net,Luxury Seeker
1166,2024-11-05,6,Family,Group Tour,Positive seem whole heart,Morning,65.9,4,13,2024-11-18,3,Mobile App,PayPal,1166,Judy Doyle,Male,Boomer,Widowed,rpayne@example.com,Solo Traveler
1167,2024-11-19,4,Spa&Relax,VIP Experience,Center rate wear population,Morning,67.13,4,19,2024-12-08,3,Website,PayPal,1167,Cynthia West,Female,Boomer,Single,wswanson@example.net,Budget Traveler
1168,2024-12-29,3,Adventure,VIP Experience,Letter training join pay,Personalized,107.64,6,27,2025-01-25,4,Mobile App,PayPal,1168,Michelle Bridges,Male,Boomer,Married,avelez@example.org,Budget Traveler
1169,2024-12-19,2,Sport,Self-Guided,A professor present,Whole Day,67.26,4,12,2024-12-31,3,Mobile App,PayPal,1169,Cynthia Conley,Male,Boomer,Divorced,orozcoeric@example.org,Solo Traveler
1170,2024-07-30,2,Sport,Guided Tour,Involve door,Morning,108.28,7,19,2024-08-18,3,Mobile App,Transaction,1170,Austin Gilbert,Male,Gen X,Widowed,larsenjennifer@example.net,Family
1171,2024-12-28,3,Adventure,Group Tour,While itself,Morning,171.43,9,26,2025-01-23,1,Travel Agency,Transaction,1171,Brittany Wheeler,Female,Millennial,Single,floresaustin@example.net,Business Traveler
1172,2024-12-24,4,Spa&Relax,Bus Tour,Side pretty,Half Day,55.81,7,16,2025-01-09,3,Partner Site,PayPal,1172,Jennifer Brown,Male,Millennial,Divorced,sroberts@example.org,Family
1173,2024-12-29,4,Spa&Relax,Group Tour,Argue sit task,Half Day,167.03,6,27,2025-01-25,2,Partner Site,Card,1173,Lori Haley,Female,Boomer,Widowed,millerkenneth@example.org,Luxury Seeker
1174,2024-05-29,1,Culture,Bus Tour,Culture forget goal,Morning,88.34,8,29,2024-06-27,1,Partner Site,PayPal,1174,Erica Harding,Male,Gen X,Divorced,ortizdavid@example.net,Family
1175,2024-02-29,6,Family,Walking Tour,Try require,Evening,112.54,3,21,2024-03-21,3,Website,Card,1175,George Boyer,Female,Gen Z,Married,timothyhall@example.com,Family
1176,2024-08-02,3,Adventure,Bus Tour,Name stop,Personalized,120.89,3,22,2024-08-24,2,Partner Site,PayPal,1176,Philip Munoz,Male,Gen X,Divorced,qellis@example.org,Family
1177,2024-10-12,2,Sport,Self-Guided,Which role together range,Half Day,153.17,10,3,2024-10-15,2,Website,Card,1177,Stacey Alvarez,Female,Gen Z,Widowed,taylormatthew@example.com,Solo Traveler
1178,2024-09-23,6,Family,Self-Guided,Carry chance,Whole Day,197.64,10,17,2024-10-10,3,Partner Site,Card,1178,Glenn Perez,Female,Millennial,Divorced,murraytaylor@example.net,Family
1179,2024-01-24,4,Spa&Relax,Self-Guided,Wear camera number,Morning,141.28,3,2,2024-01-26,4,Mobile App,Card,1179,Jamie Duncan,Female,Gen X,Divorced,ashleyhamilton@example.net,Budget Traveler
1180,2024-12-28,4,Spa&Relax,Group Tour,Nothing field,Evening,75.23,10,20,2025-01-17,1,Partner Site,PayPal,1180,Philip Le,Male,Gen Z,Widowed,bennettchase@example.net,Family
1181,2024-03-11,6,Family,Walking Tour,Arrive full factor beyond,Half Day,175.05,8,13,2024-03-24,2,Mobile App,Card,1181,Brad Vincent,Female,Gen X,Widowed,acarlson@example.org,Business Traveler
1182,2024-04-08,3,Adventure,VIP Experience,Child receive,Morning,25.98,1,15,2024-04-23,3,Website,Transaction,1182,Jonathan Flowers,Female,Gen Z,Single,franksims@example.org,Budget Traveler
1183,2024-12-14,1,Culture,VIP Experience,Identify billion,Evening,94.28,7,25,2025-01-08,3,Mobile App,Transaction,1183,Kevin Flores,Male,Gen X,Widowed,bethanynewman@example.com,Family
1184,2024-08-25,2,Sport,VIP Experience,Necessary box economy,Personalized,151.53,3,1,2024-08-26,3,Mobile App,Card,1184,David Harrison,Female,Boomer,Married,tara13@example.com,Budget Traveler
1185,2024-10-10,4,Spa&Relax,Guided Tour,Doctor smile,Personalized,145.96,10,11,2024-10-21,3,Website,Card,1185,Sara Vasquez,Male,Millennial,Divorced,isabelcarpenter@example.com,Family
1186,2024-03-31,2,Sport,Self-Guided,Very many speech,Half Day,136.4,1,10,2024-04-10,1,Website,Transaction,1186,Shannon Bradford,Male,Gen X,Married,jacksonsara@example.org,Business Traveler
1187,2024-08-05,6,Family,Self-Guided,Important,Morning,29.14,3,26,2024-08-31,4,Partner Site,PayPal,1187,Michael Sullivan,Male,Millennial,Married,smithmatthew@example.org,Luxury Seeker
1188,2024-09-30,5,Gastronomy,Guided Tour,While college,Morning,148.39,10,19,2024-10-19,4,Website,Transaction,1188,Kaitlin Greene,Female,Gen Z,Single,youngashley@example.com,Solo Traveler
1189,2024-08-03,1,Culture,Walking Tour,Just in,Personalized,23.43,10,28,2024-08-31,4,Website,Transaction,1189,Amy Robinson,Male,Gen X,Divorced,jeremy65@example.com,Family
1190,2024-10-16,4,Spa&Relax,Guided Tour,Have enjoy town,Evening,98.03,8,13,2024-10-29,2,Travel Agency,Transaction,1190,Dana Haas,Female,Gen Z,Divorced,vincentdiaz@example.net,Luxury Seeker
1191,2024-06-15,6,Family,Self-Guided,Base expect,Half Day,162.6,6,2,2024-06-17,2,Website,PayPal,1191,Brandy Scott,Male,Gen X,Widowed,hwilcox@example.org,Business Traveler
1192,2024-02-14,3,Adventure,Group Tour,Believe child,Personalized,70.44,8,2,2024-02-16,4,Mobile App,Transaction,1192,Sandra Hayes,Male,Gen Z,Divorced,susanking@example.org,Business Traveler
1193,2024-02-15,3,Adventure,Group Tour,Any,Half Day,61.8,1,14,2024-02-29,1,Travel Agency,Transaction,1193,Scott Long,Female,Boomer,Single,christophermassey@example.net,Solo Traveler
1194,2024-12-29,1,Culture,Self-Guided,Each,Morning,35.3,9,9,2025-01-07,3,Mobile App,Card,1194,Mary Guerra,Male,Gen Z,Widowed,cohenronnie@example.net,Business Traveler
1195,2024-01-28,5,Gastronomy,Bus Tour,Without money today,Whole Day,27.76,2,19,2024-02-16,2,Partner Site,PayPal,1195,Mr. Cole Matthews,Female,Millennial,Widowed,steven93@example.org,Budget Traveler
1196,2024-03-29,6,Family,VIP Experience,Once law,Morning,43.35,7,28,2024-04-26,4,Mobile App,Card,1196,Melanie Baker,Male,Millennial,Divorced,melissarobbins@example.net,Luxury Seeker
1197,2024-10-04,4,Spa&Relax,VIP Experience,Several respond others,Personalized,189.71,2,26,2024-10-30,4,Travel Agency,Card,1197,David Perez,Male,Gen X,Divorced,fmarshall@example.net,Budget Traveler
1198,2024-12-07,5,Gastronomy,Self-Guided,Cell,Whole Day,25.17,8,6,2024-12-13,4,Travel Agency,PayPal,1198,Brenda Kramer,Male,Gen Z,Married,srichards@example.org,Family
1199,2024-12-16,6,Family,VIP Experience,Begin,Half Day,64.72,6,23,2025-01-08,3,Website,Card,1199,Lynn Brooks,Male,Gen X,Single,rossmichael@example.net,Luxury Seeker
1200,2024-05-13,6,Family,Guided Tour,Recognize tax,Half Day,168.26,8,9,2024-05-22,1,Partner Site,Card,1200,Ashley Anderson,Female,Millennial,Married,onealnicholas@example.net,Luxury Seeker
1201,2024-04-28,5,Gastronomy,Walking Tour,Brother paper,Half Day,159.96,7,29,2024-05-27,2,Website,Card,1201,Stacy Brown,Female,Millennial,Single,robertarodriguez@example.net,Budget Traveler
1202,2024-03-14,3,Adventure,VIP Experience,Movement more network,Personalized,25.97,7,1,2024-03-15,4,Partner Site,PayPal,1202,Andrew James,Female,Millennial,Divorced,xdeleon@example.com,Luxury Seeker
1203,2024-07-07,2,Sport,Walking Tour,Quality feel around,Whole Day,105.55,9,2,2024-07-09,2,Partner Site,Transaction,1203,Christopher Webb,Male,Gen Z,Married,perezbrandy@example.org,Business Traveler
1204,2024-11-25,6,Family,VIP Experience,Development about population,Whole Day,32.1,4,9,2024-12-04,3,Mobile App,Transaction,1204,Charles Hancock,Male,Millennial,Divorced,cherylday@example.com,Business Traveler
1205,2024-04-04,3,Adventure,Guided Tour,Writer yourself,Evening,94.69,5,7,2024-04-11,4,Mobile App,Card,1205,Eric Robinson,Male,Boomer,Widowed,eduran@example.org,Business Traveler
1206,2024-03-26,5,Gastronomy,Group Tour,Window nor research,Personalized,156.35,5,11,2024-04-06,1,Travel Agency,Card,1206,Robert Shaw,Female,Gen Z,Single,thompsonashley@example.org,Luxury Seeker
1207,2024-09-27,5,Gastronomy,Guided Tour,Store event I,Personalized,184.87,4,14,2024-10-11,4,Mobile App,PayPal,1207,Breanna Smith,Male,Boomer,Single,katie60@example.net,Solo Traveler
1208,2024-03-29,4,Spa&Relax,Group Tour,Time heavy,Morning,188.36,2,25,2024-04-23,3,Website,PayPal,1208,William Wilson,Female,Millennial,Widowed,dfuller@example.net,Family
1209,2024-04-16,2,Sport,Self-Guided,Effect assume,Personalized,121.53,6,29,2024-05-15,4,Mobile App,PayPal,1209,Makayla Brown,Female,Boomer,Single,wjones@example.net,Budget Traveler
1210,2024-06-24,1,Culture,Group Tour,The well research,Morning,132.5,2,17,2024-07-11,2,Travel Agency,Transaction,1210,Christopher Juarez,Female,Boomer,Married,sharon60@example.org,Luxury Seeker
1211,2024-02-17,2,Sport,Guided Tour,Somebody door source,Whole Day,116.29,5,27,2024-03-15,3,Mobile App,Card,1211,Robert Santos,Male,Millennial,Divorced,michele21@example.com,Family
1212,2024-03-31,3,Adventure,Bus Tour,Step him,Personalized,56.98,6,25,2024-04-25,2,Website,Card,1212,Antonio Reed,Female,Gen X,Single,lwalter@example.net,Business Traveler
1213,2024-04-22,1,Culture,VIP Experience,Unit or,Whole Day,142.7,7,15,2024-05-07,2,Website,PayPal,1213,Stacy Long,Female,Millennial,Widowed,pbailey@example.org,Family
1214,2024-04-30,5,Gastronomy,VIP Experience,Whose report,Evening,119.08,6,6,2024-05-06,1,Partner Site,PayPal,1214,Tiffany Johnson,Male,Gen Z,Married,jfoley@example.org,Budget Traveler
