Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
589,2023-03-28,3,Adventure,Group Tour,Any note,Personalized,195.29,3,18,2023-04-15,2,Partner Site,Transaction,589,Audrey Cain,Female,Millennial,Widowed,mario18@example.com,Family
590,2023-07-01,1,Culture,VIP Experience,Evidence fill moment travel,Morning,99.62,7,23,2023-07-24,4,Travel Agency,Transaction,590,John Adams,Female,Gen X,Divorced,christopher38@example.org,Budget Traveler
591,2023-04-17,4,Spa&Relax,Guided Tour,Save cold,Personalized,115.93,6,26,2023-05-13,4,Website,PayPal,591,Theresa Smith,Female,Gen X,Widowed,reidnicole@example.org,Budget Traveler
592,2023-03-29,6,Family,Guided Tour,Trip billion total,Morning,143.4,4,26,2023-04-24,3,Partner Site,PayPal,592,Jessica Bowers,Male,Gen Z,Single,danny36@example.net,Business Traveler
593,2023-10-08,2,Sport,Self-Guided,Community away simple,Evening,139.25,1,12,2023-10-20,2,Website,Transaction,593,Carla Day,Male,Boomer,Married,stevenphillips@example.net,Luxury Seeker
594,2023-02-02,4,Spa&Relax,Self-Guided,Evidence despite,Personalized,73.36,5,1,2023-02-03,2,Website,PayPal,594,Lisa Alvarez,Male,Gen X,Divorced,elizabeth19@example.net,Luxury Seeker
595,2023-04-12,3,Adventure,Guided Tour,Carry throw,Morning,178.07,10,9,2023-04-21,4,Mobile App,Card,595,Charles Preston,Female,Gen X,Widowed,william49@example.org,Budget Traveler
596,2023-02-11,1,Culture,Guided Tour,Section back oil,Evening,126.98,7,30,2023-03-13,2,Partner Site,PayPal,596,Kelly Shaw,Female,Gen Z,Divorced,vanessa66@example.org,Business Traveler
597,2023-06-15,3,Adventure,Guided Tour,Community deal get,Morning,73.04,7,2,2023-06-17,2,Mobile App,PayPal,597,Elizabeth Brandt,Male,Gen Z,Widowed,tranmorgan@example.org,Family
598,2023-07-07,3,Adventure,Walking Tour,Defense foreign section,Half Day,47.07,6,19,2023-07-26,3,Partner Site,Transaction,598,Benjamin Bowers,Female,Gen Z,Widowed,christophermitchell@example.org,Luxury Seeker
599,2023-03-22,3,Adventure,Group Tour,Ever drug,Half Day,128.84,9,24,2023-04-15,1,Mobile App,Transaction,599,Rachel Howard,Male,Gen Z,Divorced,ryankelly@example.org,Business Traveler
600,2023-03-09,5,Gastronomy,Walking Tour,Choose,Evening,166.7,4,6,2023-03-15,1,Partner Site,Card,600,Taylor Mendez,Female,Gen X,Single,gregory09@example.org,Luxury Seeker
601,2023-06-02,1,Culture,Self-Guided,Above surface,Personalized,150.29,7,12,2023-06-14,2,Partner Site,Card,601,Michael Howard,Female,Boomer,Divorced,dgriffin@example.net,Family
602,2023-09-22,6,Family,Walking Tour,However today,Evening,58.58,6,17,2023-10-09,3,Travel Agency,PayPal,602,Rebecca Aguilar,Male,Millennial,Married,kristinafoster@example.com,Budget Traveler
603,2023-09-14,3,Adventure,Group Tour,Dark economic,Evening,199.46,6,9,2023-09-23,2,Mobile App,Card,603,Joshua Stevens,Male,Gen Z,Married,charlesdelgado@example.net,Business Traveler
604,2023-01-18,5,Gastronomy,Self-Guided,Chair look beautiful,Half Day,137.09,1,6,2023-01-24,1,Mobile App,Card,604,Jessica Weaver,Male,Gen Z,Divorced,michaelpeck@example.net,Luxury Seeker
605,2023-11-26,4,Spa&Relax,Self-Guided,Life investment beautiful executive,Whole Day,118.86,10,20,2023-12-16,1,Partner Site,PayPal,605,Eric Mccoy,Male,Millennial,Single,andrew56@example.org,Budget Traveler
606,2023-12-17,6,Family,Self-Guided,Address radio strategy,Whole Day,97.22,10,4,2023-12-21,1,Partner Site,PayPal,606,Jennifer Scott,Female,Gen Z,Widowed,serranorichard@example.net,Business Traveler
607,2023-09-10,1,Culture,Self-Guided,Mean heavy,Personalized,107.47,4,24,2023-10-04,4,Website,Card,607,Anthony Reyes,Male,Gen Z,Single,robertsteele@example.org,Budget Traveler
608,2023-12-16,2,Sport,Bus Tour,Hit benefit easy,Personalized,141.63,7,27,2024-01-12,2,Travel Agency,Transaction,608,Michelle Turner,Male,Gen Z,Divorced,rhayes@example.net,Luxury Seeker
609,2023-07-04,6,Family,Self-Guided,Chance expect,Whole Day,89.19,7,25,2023-07-29,4,Partner Site,Transaction,609,Christopher Avery,Female,Millennial,Widowed,william69@example.net,Luxury Seeker
610,2023-06-23,2,Sport,Bus Tour,Bar yeah never,Half Day,60.05,8,21,2023-07-14,1,Partner Site,PayPal,610,Joshua Mccoy,Female,Millennial,Widowed,zstevens@example.net,Solo Traveler
611,2023-09-12,3,Adventure,Walking Tour,Behind course computer,Personalized,44.72,5,2,2023-09-14,4,Travel Agency,Transaction,611,Teresa Mcconnell,Male,Millennial,Married,james32@example.org,Business Traveler
612,2023-03-05,1,Culture,VIP Experience,Room police thank serious,Personalized,127.09,5,12,2023-03-17,2,Website,Transaction,612,Anna Wright,Female,Millennial,Single,derek51@example.org,Solo Traveler
613,2023-11-10,4,Spa&Relax,Guided Tour,Push American significant,Morning,189.75,4,20,2023-11-30,2,Mobile App,Transaction,613,John West,Male,Boomer,Single,davidsanchez@example.net,Business Traveler
614,2023-05-20,3,Adventure,Self-Guided,Result beat,Evening,151.25,1,8,2023-05-28,2,Website,Card,614,Kyle Thomas,Female,Millennial,Divorced,williamschristine@example.org,Luxury Seeker
615,2023-09-20,2,Sport,VIP Experience,As especially,Half Day,70.26,8,1,2023-09-21,2,Partner Site,PayPal,615,James Stephens,Male,Gen Z,Married,aliciaespinoza@example.org,Solo Traveler
616,2023-12-15,6,Family,Walking Tour,Number often relationship,Personalized,98.75,9,18,2024-01-02,2,Mobile App,Transaction,616,Peter Torres,Female,Boomer,Divorced,xjones@example.org,Solo Traveler
617,2023-08-18,4,Spa&Relax,Guided Tour,Turn,Half Day,193.92,2,27,2023-09-14,3,Travel Agency,PayPal,617,Jessica Bryant,Female,Boomer,Widowed,donnagutierrez@example.net,Family
618,2023-02-28,5,Gastronomy,Group Tour,Forward civil process,Whole Day,36.27,8,17,2023-03-17,1,Travel Agency,Card,618,Paul Powell,Male,Millennial,Widowed,markmoss@example.org,Budget Traveler
619,2023-04-21,4,Spa&Relax,Walking Tour,Pick his,Whole Day,176.96,3,10,2023-05-01,1,Travel Agency,Transaction,619,Martin Wright,Female,Gen X,Widowed,wjohnson@example.net,Business Traveler
620,2023-01-11,3,Adventure,VIP Experience,Effect fast,Morning,135.26,1,29,2023-02-09,3,Website,Card,620,Jesse Hampton,Male,Gen Z,Married,hawkinsleslie@example.org,Luxury Seeker
621,2023-07-30,6,Family,Guided Tour,Plan wife,Morning,31.57,5,11,2023-08-10,3,Partner Site,Card,621,Alexis Roberts,Male,Millennial,Divorced,billywillis@example.com,Business Traveler
622,2023-02-05,3,Adventure,Self-Guided,Once head court,Personalized,80.14,5,6,2023-02-11,1,Website,Card,622,Larry Young,Female,Gen Z,Divorced,shannon33@example.net,Business Traveler
623,2023-07-28,1,Culture,Self-Guided,National reflect again,Evening,22.37,10,16,2023-08-13,1,Website,Card,623,Paul Wilson,Male,Millennial,Single,sheliafrazier@example.org,Business Traveler
624,2023-07-03,6,Family,Guided Tour,Take door ten,Evening,155.9,3,24,2023-07-27,2,Mobile App,Transaction,624,Daniel Krause,Male,Gen Z,Married,ambermiller@example.net,Family
625,2023-03-06,2,Sport,Guided Tour,Author under simple what,Morning,191.58,10,15,2023-03-21,4,Partner Site,PayPal,625,Travis Lane,Female,Millennial,Single,omiller@example.net,Family
626,2023-10-07,1,Culture,Bus Tour,Region reduce Congress,Whole Day,70.48,5,17,2023-10-24,4,Travel Agency,Card,626,Jessica Lee,Male,Gen Z,Single,melissajimenez@example.com,Budget Traveler
627,2023-03-20,1,Culture,VIP Experience,Five respond water,Half Day,198.44,6,13,2023-04-02,1,Partner Site,Card,627,Lindsay Herman,Female,Boomer,Divorced,mwilliams@example.org,Budget Traveler
628,2023-11-10,2,Sport,VIP Experience,Answer whether,Whole Day,75.24,9,9,2023-11-19,3,Travel Agency,PayPal,628,Traci Mcdaniel,Male,Boomer,Widowed,benjamin68@example.com,Budget Traveler
629,2023-02-09,1,Culture,Guided Tour,Common fast must,Half Day,26.64,7,30,2023-03-11,3,Mobile App,Transaction,629,Mark Rosales,Male,Boomer,Married,swansonteresa@example.com,Family
630,2023-10-31,3,Adventure,Bus Tour,Chance account difference marriage,Evening,53.52,5,5,2023-11-05,2,Travel Agency,Transaction,630,Richard Fernandez,Female,Gen X,Widowed,valdezjohn@example.com,Solo Traveler
631,2023-06-04,3,Adventure,Self-Guided,Deal mouth would,Evening,98.14,9,29,2023-07-03,1,Partner Site,PayPal,631,Matthew Coleman,Male,Boomer,Single,ellenmorgan@example.com,Family
632,2023-04-07,3,Adventure,Self-Guided,Friend approach building,Half Day,170.88,6,18,2023-04-25,1,Website,Transaction,632,Sheila Jones,Female,Boomer,Single,ldawson@example.org,Solo Traveler
633,2023-10-11,4,Spa&Relax,Self-Guided,Course operation common nearly,Half Day,185.94,1,5,2023-10-16,3,Mobile App,Transaction,633,Michael Johnson,Female,Gen X,Divorced,freemanmichele@example.com,Luxury Seeker
634,2023-11-04,6,Family,Self-Guided,Rate project,Personalized,106.16,8,4,2023-11-08,2,Travel Agency,Card,634,William Smith,Male,Boomer,Single,hlang@example.net,Business Traveler
635,2023-11-17,4,Spa&Relax,Walking Tour,Model,Whole Day,146.32,4,19,2023-12-06,3,Partner Site,Card,635,Laura Meyer,Female,Millennial,Widowed,christinaross@example.org,Luxury Seeker
636,2023-05-10,1,Culture,Self-Guided,Represent,Personalized,118.27,4,4,2023-05-14,3,Website,Card,636,Kristen Foster,Female,Gen X,Married,sheilajames@example.net,Business Traveler
637,2023-04-05,5,Gastronomy,Self-Guided,May summer smile difficult,Morning,81.07,1,16,2023-04-21,4,Partner Site,Transaction,637,Kathryn Pope,Male,Boomer,Widowed,brooksjames@example.com,Luxury Seeker
638,2023-04-15,5,Gastronomy,Self-Guided,Likely base agree,Whole Day,27.1,8,1,2023-04-16,1,Partner Site,Card,638,Connie Petersen,Male,Gen X,Divorced,jonathonwilliams@example.net,Family
639,2023-12-06,3,Adventure,Self-Guided,Ground build,Morning,26.62,8,19,2023-12-25,1,Mobile App,PayPal,639,Kimberly Decker,Female,Millennial,Divorced,william53@example.net,Business Traveler
640,2023-04-14,1,Culture,Bus Tour,Usually trade wall,Half Day,27.96,8,15,2023-04-29,4,Mobile App,PayPal,640,Dawn Spencer,Female,Gen Z,Married,julie93@example.net,Solo Traveler
641,2023-05-28,4,Spa&Relax,Guided Tour,Rise meet soon,Morning,98.95,8,20,2023-06-17,4,Partner Site,Card,641,Christopher Sheppard,Female,Gen Z,Widowed,tammy07@example.com,Solo Traveler
642,2023-04-12,5,Gastronomy,Bus Tour,Democratic structure song choice,Whole Day,195.35,7,25,2023-05-07,4,Website,Transaction,642,Vicki Garza,Male,Gen X,Divorced,moorepaula@example.org,Budget Traveler
643,2023-10-29,3,Adventure,Guided Tour,Truth economic training Republican,Evening,190.86,5,12,2023-11-10,1,Website,Transaction,643,Ronald Vazquez,Female,Boomer,Divorced,jessica14@example.net,Business Traveler
644,2023-02-11,2,Sport,Self-Guided,I order,Whole Day,56.66,7,28,2023-03-11,2,Partner Site,Transaction,644,Thomas Marquez Jr.,Male,Millennial,Single,bakerchristina@example.net,Business Traveler
645,2023-05-15,4,Spa&Relax,Group Tour,Data bring too,Personalized,139.84,2,18,2023-06-02,2,Partner Site,Transaction,645,Jody Acevedo,Female,Gen Z,Divorced,bestcarol@example.com,Budget Traveler
646,2023-07-11,4,Spa&Relax,VIP Experience,Whose pass American,Whole Day,130.15,2,12,2023-07-23,3,Mobile App,PayPal,646,Mrs. Candace Brown,Male,Gen X,Divorced,mbailey@example.org,Business Traveler
647,2023-05-22,5,Gastronomy,VIP Experience,Service other affect admit,Evening,118.81,4,12,2023-06-03,2,Website,Card,647,Kimberly Ramsey,Female,Millennial,Married,beckerjodi@example.com,Budget Traveler
648,2023-12-04,2,Sport,Walking Tour,Glass keep religious,Half Day,48.2,4,18,2023-12-22,4,Website,PayPal,648,Debra Jordan,Male,Boomer,Widowed,rebeccamckenzie@example.com,Family
649,2023-02-21,5,Gastronomy,VIP Experience,Can short listen,Whole Day,88.31,1,25,2023-03-18,1,Mobile App,Transaction,649,Amanda Miles,Female,Millennial,Divorced,martinezrenee@example.com,Family
650,2023-11-05,5,Gastronomy,Bus Tour,Challenge region,Morning,68.41,2,24,2023-11-29,2,Website,Card,650,Thomas Flores,Male,Boomer,Single,janetmurray@example.net,Solo Traveler
651,2023-02-22,6,Family,Group Tour,Dark them management,Evening,173.03,5,17,2023-03-11,2,Travel Agency,Card,651,Andrew Wilkins,Male,Gen X,Divorced,kelly43@example.com,Family
652,2023-07-11,5,Gastronomy,VIP Experience,Response remember guess,Personalized,194.79,9,14,2023-07-25,3,Travel Agency,Transaction,652,Katherine Sanders,Female,Gen X,Married,cynthia45@example.net,Business Traveler
653,2023-10-05,1,Culture,VIP Experience,Order rule budget,Evening,24.34,4,5,2023-10-10,2,Partner Site,Transaction,653,Shelby Weber,Female,Millennial,Widowed,alexander60@example.org,Business Traveler
654,2023-10-16,5,Gastronomy,Walking Tour,Visit,Morning,70.57,4,9,2023-10-25,3,Website,PayPal,654,Jacob Cooper,Male,Gen Z,Single,aadams@example.org,Luxury Seeker
655,2023-12-05,4,Spa&Relax,Bus Tour,Chance leader,Personalized,46.7,3,6,2023-12-11,3,Website,Card,655,Michael Little,Female,Gen Z,Widowed,elizabeth29@example.net,Luxury Seeker
656,2023-05-26,2,Sport,Bus Tour,Require stay character,Half Day,83.62,9,17,2023-06-12,3,Mobile App,PayPal,656,Paula Mccormick,Female,Gen Z,Divorced,donna48@example.net,Budget Traveler
657,2023-02-03,4,Spa&Relax,Bus Tour,Finish stand approach,Whole Day,108.79,5,29,2023-03-04,2,Travel Agency,Card,657,Richard Bullock,Female,Millennial,Married,sanchezdavid@example.com,Business Traveler
658,2023-02-24,1,Culture,Self-Guided,While amount discussion,Evening,55.94,7,25,2023-03-21,2,Travel Agency,PayPal,658,Daniel Montgomery,Female,Gen X,Married,natalie40@example.net,Luxury Seeker
659,2023-07-04,5,Gastronomy,Walking Tour,Lot effect,Half Day,98.6,10,19,2023-07-23,1,Partner Site,Transaction,659,Kristen Lowery,Female,Gen X,Widowed,john30@example.org,Business Traveler
660,2023-05-06,5,Gastronomy,Self-Guided,Least,Morning,47.12,3,19,2023-05-25,3,Travel Agency,Card,660,Brittany Parrish,Male,Boomer,Widowed,myoung@example.org,Luxury Seeker
661,2023-02-20,4,Spa&Relax,Bus Tour,Market wall,Personalized,122.0,5,10,2023-03-02,1,Partner Site,PayPal,661,Mr. Jared Walker DDS,Female,Boomer,Married,stonemallory@example.net,Solo Traveler
662,2023-11-23,1,Culture,VIP Experience,Behavior only us,Half Day,180.65,3,19,2023-12-12,1,Website,Card,662,Jennifer Young,Female,Gen Z,Married,steven99@example.com,Business Traveler
663,2023-04-19,4,Spa&Relax,VIP Experience,Total,Morning,98.15,1,16,2023-05-05,2,Travel Agency,PayPal,663,Alyssa Young,Female,Millennial,Single,michaelchavez@example.com,Family
664,2023-01-04,2,Sport,Guided Tour,Side officer,Personalized,134.25,8,17,2023-01-21,1,Mobile App,Transaction,664,Timothy Haynes,Male,Boomer,Widowed,whitestephanie@example.org,Business Traveler
665,2023-02-27,5,Gastronomy,VIP Experience,Style Mrs modern,Morning,35.44,10,4,2023-03-03,3,Travel Agency,Card,665,Frank Malone,Female,Boomer,Divorced,wmiller@example.org,Luxury Seeker
666,2023-09-25,2,Sport,Walking Tour,Hold benefit wall,Whole Day,113.65,9,14,2023-10-09,4,Website,PayPal,666,Morgan Cherry,Female,Gen Z,Widowed,tapiahailey@example.org,Budget Traveler
667,2023-12-16,4,Spa&Relax,VIP Experience,Let society,Whole Day,179.39,8,21,2024-01-06,2,Partner Site,Transaction,667,Eric Clements,Female,Boomer,Married,jameszavala@example.org,Luxury Seeker
668,2023-02-25,5,Gastronomy,Bus Tour,Hard success,Morning,144.08,5,30,2023-03-27,2,Partner Site,Card,668,Tonya Gaines,Female,Gen Z,Widowed,allenbrandi@example.net,Business Traveler
669,2023-12-11,2,Sport,Self-Guided,Identify student,Evening,134.95,7,10,2023-12-21,4,Mobile App,Transaction,669,Chris Brown,Female,Gen Z,Divorced,theresa05@example.net,Budget Traveler
670,2023-09-23,6,Family,Group Tour,Political last,Half Day,191.39,7,18,2023-10-11,4,Website,PayPal,670,Cassandra Snow,Female,Gen X,Married,wesley96@example.com,Budget Traveler
671,2023-05-06,3,Adventure,Self-Guided,No visit bring,Half Day,60.44,4,1,2023-05-07,4,Travel Agency,PayPal,671,Brian Weber,Male,Boomer,Widowed,jonesmichael@example.com,Budget Traveler
672,2023-12-26,2,Sport,Group Tour,Democrat himself son,Half Day,172.79,10,11,2024-01-06,1,Travel Agency,PayPal,672,Cody Chambers,Male,Gen Z,Divorced,gaineswesley@example.org,Luxury Seeker
673,2023-06-03,1,Culture,Group Tour,Do physical study,Personalized,139.65,10,6,2023-06-09,3,Mobile App,PayPal,673,Stephanie Perkins,Female,Gen X,Widowed,hectordowns@example.net,Luxury Seeker
674,2023-02-20,3,Adventure,Self-Guided,Ahead without commercial,Evening,91.84,1,26,2023-03-18,3,Partner Site,Card,674,Mallory Baxter,Male,Millennial,Widowed,jasmine89@example.com,Business Traveler
675,2023-04-28,2,Sport,Self-Guided,House,Morning,101.84,10,25,2023-05-23,3,Mobile App,Card,675,George Sanchez,Male,Boomer,Single,pwilliams@example.net,Family
676,2023-05-09,6,Family,Bus Tour,Suffer magazine east,Personalized,37.82,2,9,2023-05-18,1,Mobile App,Transaction,676,Justin Adams,Female,Gen X,Divorced,eking@example.org,Luxury Seeker
677,2023-03-17,1,Culture,Group Tour,Particular knowledge,Morning,108.87,1,29,2023-04-15,1,Partner Site,Transaction,677,Benjamin Garcia,Female,Millennial,Divorced,xsims@example.com,Luxury Seeker
678,2023-09-22,2,Sport,Bus Tour,Camera attack,Personalized,109.12,8,20,2023-10-12,4,Mobile App,Transaction,678,Andrew Kelley,Male,Millennial,Widowed,swarren@example.org,Luxury Seeker
679,2023-11-06,5,Gastronomy,VIP Experience,For recognize,Personalized,64.58,4,21,2023-11-27,4,Website,PayPal,679,Mark Snyder,Female,Boomer,Married,lisahernandez@example.com,Business Traveler
680,2023-10-23,5,Gastronomy,Group Tour,Treatment health respond,Personalized,98.73,2,15,2023-11-07,3,Website,Card,680,Chelsea Hunter DVM,Male,Millennial,Divorced,marygutierrez@example.org,Solo Traveler
681,2023-05-24,2,Sport,VIP Experience,Plan sport,Half Day,129.55,6,3,2023-05-27,3,Website,Card,681,Lori Johnson,Male,Boomer,Single,salazarsteven@example.net,Solo Traveler
682,2023-06-30,2,Sport,Group Tour,Box protect sit,Whole Day,129.63,6,15,2023-07-15,3,Partner Site,Transaction,682,Susan Vincent,Female,Boomer,Widowed,marcmontgomery@example.org,Solo Traveler
683,2023-11-16,5,Gastronomy,Guided Tour,Turn data structure,Personalized,165.86,1,1,2023-11-17,2,Website,Transaction,683,Jacqueline Hernandez,Female,Gen Z,Married,khernandez@example.org,Family
684,2023-07-16,3,Adventure,Self-Guided,Break economic staff,Personalized,127.01,5,8,2023-07-24,4,Travel Agency,Transaction,684,Lisa Collins,Male,Boomer,Single,lindawallace@example.com,Business Traveler
685,2023-02-19,3,Adventure,Group Tour,Major reduce college,Whole Day,23.83,7,6,2023-02-25,2,Website,Card,685,Martha Frank,Male,Gen X,Widowed,stacyhernandez@example.net,Solo Traveler
686,2023-03-18,4,Spa&Relax,VIP Experience,Bit high,Personalized,37.8,7,7,2023-03-25,3,Website,PayPal,686,Dr. Paul Campos,Female,Gen Z,Widowed,rcarr@example.org,Budget Traveler
687,2023-03-06,5,Gastronomy,Self-Guided,Process main,Whole Day,23.0,4,13,2023-03-19,4,Website,Card,687,Emily Proctor,Female,Gen Z,Single,john95@example.net,Family
688,2023-11-12,4,Spa&Relax,Bus Tour,Receive realize,Morning,121.01,3,16,2023-11-28,1,Mobile App,PayPal,688,Daniel Castillo,Female,Millennial,Married,loweryeileen@example.org,Solo Traveler
689,2023-09-23,5,Gastronomy,Walking Tour,Present identify,Whole Day,41.13,8,16,2023-10-09,4,Partner Site,Transaction,689,Wendy Thompson,Female,Millennial,Single,vjones@example.org,Luxury Seeker
690,2023-05-07,3,Adventure,Bus Tour,Hospital six necessary,Evening,185.35,8,1,2023-05-08,1,Website,PayPal,690,Daniel Black,Female,Gen Z,Single,steven58@example.com,Business Traveler
691,2023-09-02,5,Gastronomy,Guided Tour,Kitchen,Evening,22.27,5,21,2023-09-23,4,Partner Site,Transaction,691,Joseph Bell,Male,Boomer,Married,erinmartinez@example.com,Solo Traveler
692,2023-10-29,4,Spa&Relax,Self-Guided,Memory when,Personalized,131.45,8,9,2023-11-07,1,Travel Agency,PayPal,692,Brian Castro,Female,Gen X,Married,sandragarcia@example.org,Business Traveler
693,2023-11-14,2,Sport,Self-Guided,Tough social,Evening,131.19,9,29,2023-12-13,2,Website,Transaction,693,Walter Gomez,Male,Gen X,Widowed,sarahgarcia@example.net,Family
694,2023-04-11,1,Culture,Guided Tour,Meeting,Personalized,108.35,3,1,2023-04-12,4,Travel Agency,Transaction,694,Robert Larson,Male,Gen Z,Married,susandickerson@example.com,Business Traveler
695,2023-10-30,6,Family,Group Tour,Wide training attention,Evening,36.1,6,29,2023-11-28,3,Travel Agency,Card,695,Eric Valencia,Female,Gen X,Single,garmstrong@example.com,Luxury Seeker
696,2023-12-30,3,Adventure,Guided Tour,Face cover,Morning,104.15,10,17,2024-01-16,4,Partner Site,Card,696,Jonathan Gomez,Female,Gen Z,Widowed,tduncan@example.net,Business Traveler
697,2023-09-06,1,Culture,Guided Tour,Public use,Half Day,118.01,8,24,2023-09-30,3,Travel Agency,PayPal,697,Alex Harris,Male,Gen Z,Divorced,nicholsonbreanna@example.com,Solo Traveler
698,2023-05-25,4,Spa&Relax,Walking Tour,Mind growth dog,Morning,80.23,1,30,2023-06-24,4,Partner Site,Transaction,698,Patricia Kirk,Female,Boomer,Married,mdelgado@example.com,Solo Traveler
699,2023-11-22,6,Family,VIP Experience,Pm nearly,Evening,82.15,2,23,2023-12-15,4,Mobile App,Transaction,699,Douglas Quinn,Male,Boomer,Married,lewisian@example.org,Budget Traveler
700,2023-02-10,2,Sport,VIP Experience,Difference,Evening,26.65,8,4,2023-02-14,3,Partner Site,Card,700,Anna Martinez,Female,Boomer,Widowed,valeriematthews@example.net,Luxury Seeker
701,2023-05-21,5,Gastronomy,VIP Experience,Cause sign including,Personalized,97.69,3,13,2023-06-03,2,Travel Agency,PayPal,701,Heather Nguyen,Male,Gen X,Divorced,fshelton@example.org,Business Traveler
702,2023-08-21,5,Gastronomy,Bus Tour,Attention until,Evening,89.14,5,14,2023-09-04,1,Mobile App,Card,702,Jocelyn Harris,Male,Gen X,Single,christianwaller@example.org,Family
703,2023-08-14,3,Adventure,Self-Guided,Company policy,Morning,67.07,8,12,2023-08-26,1,Partner Site,Transaction,703,Heather Stewart,Male,Millennial,Widowed,danielwood@example.net,Business Traveler
704,2023-06-25,6,Family,Guided Tour,Story news fire,Evening,42.57,9,10,2023-07-05,1,Website,PayPal,704,James Gonzales,Female,Millennial,Divorced,yramos@example.net,Budget Traveler
705,2023-10-15,3,Adventure,Walking Tour,Assume teach,Morning,103.34,4,6,2023-10-21,3,Website,Transaction,705,Courtney Boyer,Male,Millennial,Widowed,zacharysutton@example.net,Business Traveler
706,2023-01-08,5,Gastronomy,Walking Tour,Teach across,Morning,67.4,10,6,2023-01-14,2,Website,Transaction,706,Denise Johnston,Female,Millennial,Divorced,edwardchang@example.org,Business Traveler
707,2023-05-18,1,Culture,Self-Guided,Question beat,Personalized,175.74,2,5,2023-05-23,1,Website,Transaction,707,Danielle Strong,Female,Millennial,Married,wilsonbelinda@example.org,Luxury Seeker
708,2023-10-02,6,Family,Group Tour,Air shoulder,Morning,58.55,9,18,2023-10-20,4,Partner Site,PayPal,708,Mrs. Tammy Clark PhD,Male,Gen X,Divorced,robertfranco@example.com,Business Traveler
709,2023-02-23,1,Culture,VIP Experience,Prove manage operation,Half Day,76.94,3,27,2023-03-22,1,Website,Transaction,709,Cody Hernandez,Male,Gen X,Married,gonzalesbrian@example.org,Family
710,2023-09-10,3,Adventure,Guided Tour,Everyone religious,Half Day,68.25,3,4,2023-09-14,3,Travel Agency,Transaction,710,Michael Jenkins,Male,Gen X,Widowed,clarkjacob@example.com,Business Traveler
711,2023-08-09,2,Sport,Group Tour,Realize my why,Personalized,198.65,9,25,2023-09-03,4,Website,Card,711,Melissa Hood,Male,Gen X,Single,brenda38@example.com,Family
712,2023-08-07,2,Sport,Walking Tour,Some actually government,Personalized,134.61,4,17,2023-08-24,1,Partner Site,Card,712,Jeffrey Erickson,Female,Millennial,Single,christianholland@example.com,Luxury Seeker
713,2023-04-25,4,Spa&Relax,Self-Guided,Republican until two style,Half Day,183.53,7,12,2023-05-07,4,Partner Site,Transaction,713,Theodore Galloway,Male,Millennial,Widowed,robertgarcia@example.org,Business Traveler
714,2023-06-11,5,Gastronomy,Guided Tour,Suggest audience single,Morning,92.6,7,30,2023-07-11,1,Partner Site,Card,714,Margaret Mcdowell,Male,Boomer,Married,andersonjoshua@example.org,Family
715,2023-05-16,1,Culture,Guided Tour,Voice none back,Evening,179.5,6,28,2023-06-13,1,Mobile App,PayPal,715,Carrie Singh,Male,Gen X,Widowed,carlos45@example.org,Family
716,2023-10-04,5,Gastronomy,Guided Tour,Specific ago,Whole Day,110.5,2,2,2023-10-06,1,Website,Card,716,Brittany Norman,Male,Gen X,Single,nealmichael@example.org,Budget Traveler
717,2023-08-10,3,Adventure,VIP Experience,How vote theory,Morning,162.64,10,20,2023-08-30,2,Website,PayPal,717,Tammy Valencia,Female,Gen X,Divorced,rose37@example.org,Luxury Seeker
718,2023-02-24,6,Family,Self-Guided,Shake local,Whole Day,133.78,2,1,2023-02-25,4,Partner Site,Card,718,Carlos Patterson,Female,Millennial,Single,joelmorse@example.com,Solo Traveler
719,2023-11-05,6,Family,Self-Guided,Myself,Evening,158.48,2,7,2023-11-12,4,Website,Card,719,Stacey Schwartz,Male,Boomer,Divorced,danielfletcher@example.org,Luxury Seeker
720,2023-04-29,1,Culture,Walking Tour,Her reflect usually,Personalized,167.92,2,26,2023-05-25,3,Travel Agency,PayPal,720,Kevin Fitzgerald,Female,Gen Z,Married,slawrence@example.com,Budget Traveler
721,2023-03-18,6,Family,VIP Experience,Beyond quite reality,Morning,87.66,7,30,2023-04-17,4,Website,Card,721,Stephanie Liu,Female,Gen Z,Divorced,antoniosanchez@example.net,Budget Traveler
722,2023-01-29,1,Culture,Self-Guided,Church short,Whole Day,56.24,6,17,2023-02-15,3,Partner Site,Transaction,722,Nathan Edwards,Male,Millennial,Married,pwalters@example.com,Budget Traveler
723,2023-11-23,1,Culture,Bus Tour,Speech for process,Morning,144.36,3,21,2023-12-14,3,Mobile App,Card,723,Joel Merritt,Female,Millennial,Divorced,ruthmiller@example.net,Luxury Seeker
724,2023-04-16,5,Gastronomy,Self-Guided,Reality,Whole Day,65.26,2,29,2023-05-15,3,Mobile App,Card,724,Robert Turner MD,Female,Millennial,Single,tsingh@example.net,Budget Traveler
725,2023-07-07,1,Culture,Self-Guided,Speak,Evening,126.57,2,8,2023-07-15,1,Mobile App,Transaction,725,Susan Pittman DDS,Female,Gen Z,Married,tnewton@example.net,Family
